Date, Odometer [km], Battery Energy Out (Operating) [kJ], Battery Energy In (Charging)[kJ], Hours Charging [h], Hours Operating [h], Hours Running [h],,,,,,
2015-04-29,2.341927083,0.765857501,0,0,0.161666667,0.103888889,,,,,,
,,,,,,,,,,,,
Time Stamp, Battery Current [A], Battery Voltage [V], Battery Power Out (Operating) [kW], Battery Power In (Charging)[kW], Motor Current [AC A rms], Motor Voltage [AC V rms], Vehicle Speed [km/h], Motor Velocity [RPM], SOC [%], Charging, Operating, Running
11:15:29,-21.4,316.74,-6.778236,0,25,211.375,25.25,1263,41,0,1,1
11:15:30,-6.5,315.88,-2.05322,0,6,202.6875,23.8125,1192,41,0,1,1
11:15:31,-20.7,316.82,-6.558174,0,29,192.4375,22.375,1120,41,0,1,1
11:15:32,-30.5,317.67,-9.688935,0,45,164.1875,19.9375,996,41,0,1,1
11:15:33,-30.2,317.91,-9.600882,0,58,138.4375,16.875,845,41,0,1,1
11:15:34,-17.2,317.33,-5.458076,0,41,109.9375,13.75,688,41,0,1,1
11:15:35,1,316.03,0.31603,0,0,103.0625,12.0625,604,42,0,1,1
11:15:36,5.4,315.78,1.705212,0,0,101.6875,11.6875,585,42,0,1,1
11:15:37,23.9,314.54,7.517506,0,53,100.125,10.125,506,42,0,1,1
11:15:38,40.1,313.17,12.558117,0,87,109.625,10.5625,528,41,0,1,1
11:15:39,31.9,313.56,10.002564,0,84,96.1875,9.25,464,41,0,1,1
11:15:40,21.6,314.02,6.782832,0,66,84.0625,8.125,408,41,0,1,1
11:15:41,14.7,314.62,4.624914,0,46,73.3125,6.625,331,41,0,1,1
11:15:42,12.9,314.75,4.060275,0,43,63.5625,6.125,308,41,0,1,1
11:15:43,10.1,314.97,3.181197,0,55,42.8125,3.4375,172,41,0,1,1
11:15:44,18.3,314.41,5.753703,0,100,43.9375,3.125,159,41,0,1,1
11:15:45,24.3,314,7.6302,0,123,48.6875,3.4375,172,41,0,1,1
11:15:46,26.1,313.85,8.191485,0,139,45.0625,3.25,163,41,0,1,1
11:15:47,39.7,313.05,12.428085,0,211,46.0625,2.5625,130,41,0,1,1
11:15:48,36.4,313.07,11.395748,0,152,63.25,4.625,232,41,0,1,1
11:15:49,41.8,312.55,13.06459,0,154,75.25,5.9375,298,41,0,1,1
11:15:50,59.3,311.77,18.487961,0,150,105.125,8.5625,430,41,0,1,1
11:15:51,79.3,310.08,24.589344,0,140,141.0625,12.3125,618,41,0,1,1
11:15:52,105.6,308.26,32.552256,0,153,182.75,17.125,863,41,0,1,1
11:15:53,138.3,305.74,42.283842,0,161,231.25,21.875,1098,41,0,1,1
11:15:54,163.7,303.71,49.717327,0,159,281,26.75,1342,41,0,1,1
11:15:55,102.8,307.57,31.618196,0,84,274.8125,30.5625,1530,41,0,1,1
11:15:56,90.2,308.01,27.782502,0,75,282.5,32.0625,1605,41,0,1,1
11:15:57,71.6,308.76,22.107216,0,76,269.6875,33.5,1677,41,0,1,1
11:15:58,59.1,309.67,18.301497,0,65,269.0625,34.375,1721,41,0,1,1
11:15:59,57.3,309.88,17.756124,0,55,288.6875,35,1749,41,0,1,1
11:16:00,37.4,310.76,11.622424,0,53,281.3125,35.1875,1758,41,0,1,1
11:16:01,14.5,312.71,4.534295,0,40,268.75,34.5625,1728,41,0,1,1
11:16:02,0,0,0,0,44,0,0,0,0,0,0,0
11:16:03,46.3,311.32,14.414116,0,51,268.25,33.25,1662,41,0,1,1
11:16:04,55.5,310.27,17.219985,0,70,266.5625,33.6875,1684,41,0,1,1
11:16:05,22.7,312.1,7.08467,0,36,280.0625,33.9375,1697,41,0,1,1
11:16:06,-11.7,314.55,-3.680235,0,47,243.4375,32.9375,1647,41,0,1,1
11:16:07,-9,314.84,-2.83356,0,38,237.5625,31.25,1563,41,0,1,1
11:16:08,32.6,312.43,10.185218,0,30,268.5,30.1875,1510,41,0,1,1
11:16:09,60.3,310.42,18.718326,0,54,267.9375,30.3125,1518,41,0,1,1
11:16:10,47.5,310.91,14.768225,0,43,281.5625,30.875,1545,41,0,1,1
11:16:11,24.6,312.46,7.686516,0,22,275.125,31.0625,1552,41,0,1,1
11:16:12,16.5,313.07,5.165655,0,16,273.6875,30.75,1538,41,0,1,1
11:16:13,30.1,312.27,9.399327,0,29,276.875,30.9375,1549,41,0,1,1
11:16:14,20.7,312.9,6.47703,0,20,274,31.3125,1566,41,0,1,1
11:16:15,19.2,313.05,6.01056,0,21,272.5625,31.375,1569,41,0,1,1
11:16:16,18.6,312.93,5.820498,0,24,272.875,31.375,1571,41,0,1,1
11:16:17,19.8,313.1,6.19938,0,22,277.75,31.4375,1570,41,0,1,1
11:16:18,15,313.39,4.70085,0,17,271.625,31.3125,1566,41,0,1,1
11:16:19,12.5,313.7,3.92125,0,21,268,31.0625,1553,41,0,1,1
11:16:20,4.1,314.1,1.28781,0,8,268.75,30.8125,1539,41,0,1,1
11:16:21,-29.3,316.31,-9.267883,0,40,231.9375,29.75,1486,41,0,1,1
11:16:22,-46.4,317.94,-14.752416,0,55,219.125,27.3125,1362,41,0,1,1
11:16:23,-32.4,317.4,-10.28376,0,37,208.4375,24.5,1223,41,0,1,1
11:16:24,-3,315.79,-0.94737,0,8,197.1875,22.75,1138,41,0,1,1
11:16:25,1.5,315.28,0.47292,0,0,196.1875,22.25,1112,41,0,1,1
11:16:26,-2.1,315.49,-0.662529,0,0,187.625,21.8125,1091,41,0,1,1
11:16:27,1.6,315.46,0.504736,0,0,183.8125,21.25,1062,41,0,1,1
11:16:28,32.3,313.48,10.125404,0,40,198.375,21.25,1063,41,0,1,1
11:16:29,46.7,312.35,14.586745,0,58,208.625,22.4375,1122,41,0,1,1
11:16:30,46,311.96,14.35016,0,58,217.4375,23.375,1168,41,0,1,1
11:16:31,47.3,311.7,14.74341,0,54,231.25,24.4375,1221,41,0,1,1
11:16:32,44.2,311.9,13.78598,0,50,232.6875,25.25,1262,41,0,1,1
11:16:33,53.4,311.2,16.61808,0,60,240.25,25.9375,1297,41,0,1,1
11:16:34,43.3,311.64,13.494012,0,49,245.5,26.875,1343,41,0,1,1
11:16:35,19.2,313.44,6.018048,0,20,240.5625,27.125,1356,41,0,1,1
11:16:36,34.2,312.57,10.689894,0,41,245.5,26.5,1326,41,0,1,1
11:16:37,52.9,311.09,16.456661,0,54,257.5,27.125,1358,41,0,1,1
11:16:38,25,312.7,7.8175,0,28,248.9375,27.4375,1372,41,0,1,1
11:16:39,13.3,313.64,4.171412,0,11,241.5,26.6875,1336,41,0,1,1
11:16:40,5.7,314.32,1.791624,0,8,233.5625,25.625,1282,41,0,1,1
11:16:41,9.6,314.16,3.015936,0,10,227.3125,24.9375,1247,41,0,1,1
11:16:42,20.5,313.49,6.426545,0,24,221.375,24.375,1218,41,0,1,1
11:16:43,20.4,313.48,6.394992,0,22,225.6875,24.0625,1204,41,0,1,1
11:16:44,8.5,314.23,2.670955,0,10,213.4375,23.75,1187,41,0,1,1
11:16:45,4.5,314.61,1.415745,0,5,202.75,22.6875,1135,41,0,1,1
11:16:46,3.9,314.73,1.227447,0,4,192.125,21.5,1075,41,0,1,1
11:16:47,3.3,314.83,1.038939,0,4,183.25,20.4375,1021,41,0,1,1
11:16:48,1.6,315,0.504,0,0,166.5,18.875,944,41,0,1,1
11:16:49,4.9,314.74,1.542226,0,4,162.8125,17.4375,873,41,0,1,1
11:16:50,19.1,313.97,5.996827,0,30,147.6875,15.5625,779,41,0,1,1
11:16:51,28.5,313.29,8.928765,0,50,140.9375,14.75,739,41,0,1,1
11:16:52,42.1,312.51,13.156671,0,80,141.0625,14.4375,722,41,0,1,1
11:16:53,56.9,311.19,17.706711,0,101,152.25,14.6875,736,41,0,1,1
11:16:54,31.7,312.49,9.905933,0,52,157.9375,16.375,818,41,0,1,1
11:16:55,5.7,314.31,1.791567,0,10,149,16.125,806,41,0,1,1
11:16:56,24.1,313.47,7.554627,0,42,132.75,13.9375,699,41,0,1,1
11:16:57,44.9,312.19,14.017331,0,83,139.6875,13.875,696,41,0,1,1
11:16:58,50.1,311.54,15.608154,0,91,152.625,15,752,41,0,1,1
11:16:59,35.6,312.3,11.11788,0,58,160.9375,16.5625,832,41,0,1,1
11:17:00,43.8,311.88,13.660344,0,65,172.25,17.8125,892,41,0,1,1
11:17:01,73.6,310.02,22.817472,0,96,204.625,19.875,997,41,0,1,1
11:17:02,98.7,308.21,30.420327,0,112,228.125,23,1154,41,0,1,1
11:17:02,102.7,307.62,31.592574,0,0,0,0,0,40,0,1,0
11:17:03,97.3,307.73,29.942129,0,99,263.75,27,1354,40,0,1,1
11:17:04,85.9,308.35,26.487265,0,81,274.125,29.875,1496,40,0,1,1
11:17:05,56.7,309.83,17.567361,0,53,275.625,31.875,1595,40,0,1,1
11:17:06,41.7,310.91,12.964947,0,47,272.75,32.875,1645,40,0,1,1
11:17:07,24.4,312.07,7.614508,0,32,279.1875,33.5625,1677,40,0,1,1
11:17:08,19,312.82,5.94358,0,29,277.3125,33.6875,1684,40,0,1,1
11:17:09,29.5,312.16,9.20872,0,37,275.8125,33.8125,1690,40,0,1,1
11:17:10,22,312.61,6.87742,0,33,276.8125,34,1701,40,0,1,1
11:17:11,28,312.21,8.74188,0,39,276.25,33.8125,1691,40,0,1,1
11:17:12,22.9,312.58,7.158082,0,29,284.0625,34.1875,1711,40,0,1,1
11:17:13,2.7,313.97,0.847719,0,34,268.8125,34,1698,40,0,1,1
11:17:14,22.1,312.97,6.916637,0,32,275,33.5625,1677,40,0,1,1
11:17:15,35.9,311.77,11.192543,0,47,271.5,33.375,1667,40,0,1,1
11:17:16,27.5,312.69,8.598975,0,37,275.6875,33.5625,1678,40,0,1,1
11:17:17,40.7,311.72,12.687004,0,45,272.4375,33.375,1667,40,0,1,1
11:17:18,46.4,311.17,14.438288,0,49,280.9375,33.4375,1674,40,0,1,1
11:17:19,42.2,311.19,13.132218,0,46,285.375,33.9375,1697,40,0,1,1
11:17:20,43.2,311.47,13.455504,0,47,278.125,34.25,1710,40,0,1,1
11:17:21,34.4,312.03,10.733832,0,46,276.25,34.125,1706,40,0,1,1
11:17:22,33.5,312.06,10.45401,0,43,274.75,34.0625,1703,40,0,1,1
11:17:23,35.7,311.9,11.13483,0,45,276.5625,33.8125,1689,40,0,1,1
11:17:24,32,311.95,9.9824,0,43,271.3125,33.6875,1683,40,0,1,1
11:17:25,35.4,311.83,11.038782,0,52,265.9375,33.5625,1675,40,0,1,1
11:17:26,21.9,312.61,6.846159,0,32,274.6875,33.125,1657,40,0,1,1
11:17:27,26.5,312.57,8.283105,0,32,272.5625,32.6875,1635,40,0,1,1
11:17:28,46.2,311.17,14.376054,0,46,275.8125,32.875,1643,40,0,1,1
11:17:29,21.4,312.57,6.688998,0,36,273.375,32.75,1636,40,0,1,1
11:17:30,3.1,314,0.9734,0,22,263.5625,32.5625,1627,40,0,1,1
11:17:31,25.8,312.97,8.074626,0,28,269.9375,31.5,1576,40,0,1,1
11:17:32,43.3,311.42,13.484486,0,46,269.8125,31.1875,1558,40,0,1,1
11:17:33,11.8,313.26,3.696468,0,21,277.75,31.875,1594,40,0,1,1
11:17:34,0.7,314.19,0.219933,0,5,263.875,31.1875,1559,40,0,1,1
11:17:35,-14,315.17,-4.41238,0,24,242.75,30.4375,1523,40,0,1,1
11:17:36,-41.8,317.23,-13.260214,0,46,229.8125,28.4375,1421,40,0,1,1
11:17:37,-47.6,318.07,-15.140132,0,58,215.6875,25.3125,1267,40,0,1,1
11:17:38,-48,318.25,-15.276,0,66,185.8125,21.75,1089,40,0,1,1
11:17:39,-35.2,317.8,-11.18656,0,58,148.1875,18.125,907,40,0,1,1
11:17:40,-21.2,317.18,-6.724216,0,46,118.3125,14.9375,748,40,0,1,1
11:17:41,17.7,314.88,5.573376,0,26,115.0625,12.4375,622,40,0,1,1
11:17:42,44.4,312.71,13.884324,0,83,129.875,12.9375,647,40,0,1,1
11:17:43,59.9,311.44,18.655256,0,102,152.625,14.75,739,40,0,1,1
11:17:44,52,311.66,16.20632,0,82,163.125,16.25,812,40,0,1,1
11:17:45,32.3,312.65,10.098595,0,53,162.875,16.9375,848,40,0,1,1
11:17:46,38.4,312.43,11.997312,0,63,162.875,16.625,831,40,0,1,1
11:17:47,54.2,311.31,16.873002,0,80,172.5,17.4375,872,40,0,1,1
11:17:48,50.5,311.32,15.72166,0,71,182.4375,19.3125,966,40,0,1,1
11:17:49,40.5,311.74,12.62547,0,51,198.6875,20.9375,1048,40,0,1,1
11:17:50,-9.4,315.01,-2.961094,0,14,180.25,21.3125,1067,40,0,1,1
11:17:51,-19.1,316.13,-6.038083,0,30,158.5625,19.1875,959,40,0,1,1
11:17:52,1.5,315.08,0.47262,0,0,149.4375,17,851,40,0,1,1
11:17:53,27,313.54,8.46558,0,47,154.5625,16.25,814,40,0,1,1
11:17:54,55,311.51,17.13305,0,82,171.875,17.4375,874,40,0,1,1
11:17:55,79.8,309.79,24.721242,0,105,194.5,19.5,976,40,0,1,1
11:17:56,104.2,307.92,32.085264,0,122,226.1875,22.125,1106,40,0,1,1
11:17:57,114.8,306.52,35.188496,0,121,252.375,25.6875,1285,40,0,1,1
11:17:58,97.8,307.2,30.04416,0,96,281.1875,28.9375,1448,40,0,1,1
11:17:59,80.4,308.79,24.826716,0,68,274.9375,31.1875,1560,40,0,1,1
11:18:00,25.3,311.54,7.881962,0,13,283.5,31.75,1588,40,0,1,1
11:18:01,-45.6,316.62,-14.437872,0,50,236.125,30.5625,1527,40,0,1,1
11:18:02,-20.6,315.88,-6.507128,0,21,225.5,28.0625,1400,40,0,1,1
11:18:03,11.9,313.75,3.733625,0,18,253.25,27.5625,1379,40,0,1,1
11:18:04,46.7,311.4,14.54238,0,49,255.0625,27.6875,1384,40,0,1,1
11:18:05,20.2,312.85,6.31957,0,20,256.6875,28.25,1414,40,0,1,1
11:18:06,-1.1,314.32,-0.345752,0,0,247.375,28,1401,40,0,1,1
11:18:07,-5.4,314.92,-1.700568,0,12,233.3125,27.1875,1361,40,0,1,1
11:18:08,5.9,314.28,1.854252,0,6,234.9375,26.5,1323,40,0,1,1
11:18:09,-10.2,315.31,-3.216162,0,10,219.375,25.4375,1272,40,0,1,1
11:18:10,-21.3,316.09,-6.732717,0,24,201.75,23.875,1190,40,0,1,1
11:18:11,-34.3,317.23,-10.880989,0,47,178.75,21.5,1072,40,0,1,1
11:18:12,-33.6,317.59,-10.671024,0,59,150.75,18.3125,912,40,0,1,1
11:18:13,-6.6,316.12,-2.086392,0,10,128.9375,15.3125,764,40,0,1,1
11:18:14,2.7,315.3,0.85131,0,4,128.5625,14.375,718,40,0,1,1
11:18:15,-4.2,315.68,-1.325856,0,13,111.5625,13.4375,672,40,0,1,1
11:18:16,-13.3,316.37,-4.207721,0,42,92.375,11.625,579,40,0,1,1
11:18:17,-10.6,316.37,-3.353522,0,45,66.125,8.9375,445,40,0,1,1
11:18:18,-5.7,316.11,-1.801827,0,40,43,6.1875,310,40,0,1,1
11:18:19,-1.3,315.84,-0.410592,0,20,26.9375,4.0625,204,40,0,1,1
11:18:20,0.5,315.71,0.157855,0,8,17.1875,2.75,135,40,0,1,1
11:18:21,0.9,315.68,0.284112,0,0,0,0,0,40,0,1,0
11:18:22,0.9,315.7,0.28413,0,0,0,0,0,40,0,1,0
11:18:23,0.9,315.72,0.284148,0,0,0,0,0,40,0,1,0
11:18:24,0.9,315.75,0.284175,0,0,0,0,0,40,0,1,0
11:18:25,0.9,315.77,0.284193,0,0,0,0,0,40,0,1,0
11:18:26,0.9,315.78,0.284202,0,0,0,0,0,40,0,1,0
11:18:27,0.9,315.82,0.284238,0,0,0,0,0,40,0,1,0
11:18:28,0.9,315.83,0.284247,0,0,0,0,0,40,0,1,0
11:18:29,0.9,315.86,0.284274,0,0,0,0,0,40,0,1,0
11:18:30,0.9,315.89,0.284301,0,0,0,0,0,40,0,1,0
11:18:31,0.9,315.9,0.28431,0,0,0,0,0,40,0,1,0
11:18:32,0.9,315.93,0.284337,0,0,0,0,0,40,0,1,0
11:18:33,0.9,315.95,0.284355,0,0,0,0,0,40,0,1,0
11:18:34,0.9,315.96,0.284364,0,0,0,0,0,40,0,1,0
11:18:35,0.9,315.98,0.284382,0,0,0,0,0,40,0,1,0
11:18:36,0.9,316.01,0.284409,0,0,0,0,0,40,0,1,0
11:18:37,0.9,316.03,0.284427,0,0,0,0,0,40,0,1,0
11:18:38,0.9,316.05,0.284445,0,0,0,0,0,40,0,1,0
11:18:39,0.9,316.06,0.284454,0,0,0,0,0,40,0,1,0
11:18:40,0.9,316.08,0.284472,0,0,0,0,0,40,0,1,0
11:18:41,0.9,316.11,0.284499,0,0,0,0,0,40,0,1,0
11:18:42,0.9,316.12,0.284508,0,0,0,0,0,40,0,1,0
11:18:43,0.9,316.13,0.284517,0,0,0,0,0,40,0,1,0
11:18:44,0.9,316.16,0.284544,0,0,0,0,0,40,0,1,0
11:18:45,0.9,316.17,0.284553,0,0,0,0,0,40,0,1,0
11:18:46,0.8,316.19,0.252952,0,0,0,0,0,40,0,1,0
11:18:47,0.8,316.21,0.252968,0,0,0,0,0,40,0,1,0
11:18:48,0.8,316.23,0.252984,0,0,0,0,0,40,0,1,0
11:18:49,0.8,316.25,0.253,0,0,0,0,0,40,0,1,0
11:18:50,0.8,316.26,0.253008,0,0,0,0,0,40,0,1,0
11:18:51,0.8,316.27,0.253016,0,0,0,0,0,40,0,1,0
11:18:52,0.8,316.29,0.253032,0,0,0,0,0,40,0,1,0
11:18:53,0.8,316.31,0.253048,0,0,0,0,0,40,0,1,0
11:18:54,0.8,316.31,0.253048,0,0,0,0,0,40,0,1,0
11:18:55,0.8,316.33,0.253064,0,0,0,0,0,40,0,1,0
11:18:56,0.8,316.34,0.253072,0,0,0,0,0,40,0,1,0
11:18:57,0.8,316.36,0.253088,0,0,0,0,0,40,0,1,0
11:18:58,0.8,316.37,0.253096,0,0,0,0,0,40,0,1,0
11:18:59,0.8,316.39,0.253112,0,0,0,0,0,40,0,1,0
11:19:00,0.8,316.39,0.253112,0,0,0,0,0,40,0,1,0
11:19:01,0.8,316.41,0.253128,0,0,0,0,0,40,0,1,0
11:19:01,0.8,316.42,0.253136,0,0,0,0,0,40,0,1,0
11:19:02,0.8,316.41,0.253128,0,0,0,0,0,40,0,1,0
11:19:03,0.8,316.44,0.253152,0,0,0,0,0,40,0,1,0
11:19:04,0.8,316.45,0.25316,0,0,0,0,0,40,0,1,0
11:19:05,0.8,316.46,0.253168,0,0,0,0,0,40,0,1,0
11:19:06,0.8,316.47,0.253176,0,0,0,0,0,40,0,1,0
11:19:07,0.8,316.48,0.253184,0,0,0,0,0,40,0,1,0
11:19:08,0.8,316.5,0.2532,0,0,0,0,0,40,0,1,0
11:19:09,0.8,316.51,0.253208,0,0,0,0,0,40,0,1,0
11:19:10,0.8,316.5,0.2532,0,0,0,0,0,40,0,1,0
11:19:11,0.8,316.52,0.253216,0,0,0,0,0,40,0,1,0
11:19:12,0.8,316.53,0.253224,0,0,0,0,0,40,0,1,0
11:19:13,0.8,316.54,0.253232,0,0,0,0,0,40,0,1,0
11:19:14,0.8,316.55,0.25324,0,0,0,0,0,40,0,1,0
11:19:15,0.8,316.57,0.253256,0,0,0,0,0,40,0,1,0
11:19:16,0.8,316.56,0.253248,0,0,0,0,0,40,0,1,0
11:19:17,0.8,316.58,0.253264,0,0,0,0,0,40,0,1,0
11:19:18,0.8,316.59,0.253272,0,0,0,0,0,40,0,1,0
11:19:19,0.8,316.6,0.25328,0,0,0,0,0,40,0,1,0
11:19:20,0.8,316.6,0.25328,0,0,0,0,0,40,0,1,0
11:19:21,0.8,316.61,0.253288,0,0,0,0,0,40,0,1,0
11:19:22,0.8,316.63,0.253304,0,0,0,0,0,40,0,1,0
11:19:23,0.8,316.64,0.253312,0,0,0,0,0,40,0,1,0
11:19:24,0.8,316.64,0.253312,0,0,0,0,0,40,0,1,0
11:19:25,0.8,316.65,0.25332,0,0,0,0,0,40,0,1,0
11:19:26,0.8,316.66,0.253328,0,0,0,0,0,40,0,1,0
11:19:27,0.8,316.67,0.253336,0,0,0,0,0,40,0,1,0
11:19:28,0.8,316.67,0.253336,0,0,0,0,0,40,0,1,0
11:19:29,0.8,316.68,0.253344,0,0,0,0,0,40,0,1,0
