Date, Odometer [km], Battery Energy Out (Operating) [kJ], Battery Energy In (Charging)[kJ], Hours Charging [h], Hours Operating [h], Hours Running [h]
2015-04-30,0001.14670138889,000.806704508611,00000000000000.0,00000000000000.0,000.523611111111,000.104444444444                                                                                                                                                                                                     

Time Stamp, Battery Current [A], Battery Voltage [V], Battery Power Out (Operating) [kW], Battery Power In (Charging)[kW], Motor Current [AC A rms], Motor Voltage [AC V rms], Vehicle Speed [km/h], Motor Velocity [RPM], SOC [%], Charging, Operating, Running
11:43:37,1.1,314.06,0.345466,0,0,0.0,0.0,0,45,0,1,0,
11:43:38,1.1,314.05,0.345455,0,0,0.0,0.0,0,45,0,1,0,
11:43:39,1.0,314.05,0.31405,0,0,0.0,0.0,0,45,0,1,0,
11:43:40,1.1,314.05,0.345455,0,0,0.0,0.0,0,45,0,1,0,
11:43:41,1.1,314.05,0.345455,0,0,0.0,0.0,0,45,0,1,0,
11:43:42,1.1,314.06,0.345466,0,0,0.0,0.0,0,45,0,1,0,
11:43:43,1.1,314.06,0.345466,0,0,0.0,0.0,0,45,0,1,0,
11:43:44,1.0,314.06,0.31406,0,0,0.0,0.0,0,45,0,1,0,
11:43:45,1.1,314.06,0.345466,0,0,0.0,0.0,0,45,0,1,0,
11:43:46,1.1,314.07,0.345477,0,0,0.0,0.0,0,45,0,1,0,
11:43:47,1.0,314.07,0.31407,0,0,0.0,0.0,0,45,0,1,0,
11:43:48,1.0,314.07,0.31407,0,0,0.0,0.0,0,45,0,1,0,
11:43:49,1.1,314.08,0.345488,0,0,0.0,0.0,0,45,0,1,0,
11:43:50,1.1,314.07,0.345477,0,0,0.0,0.0,0,45,0,1,0,
11:43:51,1.0,314.08,0.31408,0,0,0.0,0.0,0,45,0,1,0,
11:43:52,1.0,314.08,0.31408,0,0,0.0,0.0,0,45,0,1,0,
11:43:53,1.1,314.07,0.345477,0,0,0.0,0.0,0,45,0,1,0,
11:43:54,1.1,314.08,0.345488,0,0,0.0,0.0,0,45,0,1,0,
11:43:55,1.0,314.08,0.31408,0,0,0.0,0.0,0,45,0,1,0,
11:43:56,1.1,314.07,0.345477,0,0,0.0,0.0,0,45,0,1,0,
11:43:57,1.1,314.07,0.345477,0,0,0.0,0.0,0,45,0,1,0,
11:43:58,1.0,314.08,0.31408,0,0,0.0,0.0,0,45,0,1,0,
11:43:59,1.1,314.08,0.345488,0,0,0.0,0.0,0,45,0,1,0,
11:44:00,1.1,314.08,0.345488,0,0,0.0,0.0,0,45,0,1,0,
11:44:01,1.1,314.09,0.345499,0,0,0.0,0.0,0,45,0,1,0,
11:44:01,0,0,0,0,0,0,0,0,0,0,0,0,
11:44:02,1.0,314.09,0.31409,0,0,0.0,0.0,0,45,0,1,0,
11:44:03,1.0,314.09,0.31409,0,0,0.0,0.0,0,45,0,1,0,
11:44:04,1.1,314.09,0.345499,0,0,0.0,0.0,0,45,0,1,0,
11:44:05,1.0,314.09,0.31409,0,0,0.0,0.0,0,45,0,1,0,
11:44:06,1.0,314.11,0.31411,0,0,0.0,0.0,0,45,0,1,0,
11:44:07,1.1,314.1,0.34551,0,0,0.0,0.0,0,45,0,1,0,
11:44:08,1.0,314.1,0.3141,0,0,0.0,0.0,0,45,0,1,0,
11:44:09,1.1,314.1,0.34551,0,0,0.0,0.0,0,45,0,1,0,
11:44:10,1.1,314.11,0.345521,0,0,0.0,0.0,0,45,0,1,0,
11:44:11,1.2,314.09,0.376908,0,0,0.0,0.0,0,45,0,1,0,
11:44:12,1.2,314.08,0.376896,0,0,0.0,0.0,0,45,0,1,0,
11:44:13,1.2,314.08,0.376896,0,0,0.0,0.0,0,45,0,1,0,
11:44:14,1.2,314.09,0.376908,0,0,0.0,0.0,0,45,0,1,0,
11:44:15,1.2,314.1,0.37692,0,0,0.0,0.0,0,45,0,1,0,
11:44:16,1.1,314.1,0.34551,0,0,0.0,0.0,0,45,0,1,0,
11:44:17,1.1,314.1,0.34551,0,0,0.0,0.0,0,45,0,1,0,
11:44:18,1.1,314.1,0.34551,0,0,0.0,0.0,0,45,0,1,0,
11:44:19,1.4,314.09,0.439726,0,0,0.0,0.0,0,45,0,1,0,
11:44:20,1.3,314.11,0.408343,0,0,0.0,0.0,0,45,0,1,0,
11:44:21,1.1,314.11,0.345521,0,0,0.0,0.0,0,45,0,1,0,
11:44:22,1.1,314.11,0.345521,0,0,0.0,0.0,0,45,0,1,0,
11:44:23,1.0,314.12,0.31412,0,0,0.0,0.0,0,45,0,1,0,
11:44:24,1.1,314.11,0.345521,0,0,0.0,0.0,0,45,0,1,0,
11:44:25,1.1,314.11,0.345521,0,0,0.0,0.0,0,45,0,1,0,
11:44:26,1.1,314.12,0.345532,0,0,0.0,0.0,0,45,0,1,0,
11:44:27,1.4,314.09,0.439726,0,6,4.8125,0.0,0,45,0,1,0,
11:44:28,1.3,314.1,0.40833,0,4,3.625,0.0,0,45,0,1,0,
11:44:29,2.1,314.02,0.659442,0,38,8.5,0.0,0,45,0,1,0,
11:44:30,4.7,313.83,1.475001,0,87,15.8125,0.0,2,45,0,1,0,
11:44:31,10.1,313.34,3.164734,0,111,20.6875,0.875,45,45,0,1,1,
11:44:32,31.2,311.93,9.732216,0,154,52.0,3.0625,154,45,0,1,1,
11:44:33,53.8,310.14,16.685532,0,153,86.5625,7.125,358,45,0,1,1,
11:44:34,53.5,309.63,16.565205,0,111,122.5625,11.375,570,45,0,1,1,
11:44:35,36.5,310.34,11.32741,0,70,139.625,14.125,708,45,0,1,1,
11:44:36,12.8,312.0,3.9936,0,15,152.5625,15.9375,799,45,0,1,1,
11:44:37,3.0,313.08,0.93924,0,4,139.875,15.5,775,45,0,1,1,
11:44:38,27.7,311.59,8.631043,0,51,150.125,15.375,770,45,0,1,1,
11:44:39,67.8,308.61,20.923758,0,108,171.1875,16.5,826,45,0,1,1,
11:44:40,40.0,309.48,12.3792,0,57,175.5625,18.125,908,45,0,1,1,
11:44:41,16.2,311.32,5.043384,0,21,171.6875,18.25,913,45,0,1,1,
11:44:42,-8.3,313.29,-2.600307,0,13,150.6875,17.8125,892,45,0,1,1,
11:44:43,-2.3,313.23,-0.720429,0,0,143.5625,16.625,831,45,0,1,1,
11:44:44,7.8,312.54,2.437812,0,13,153.0625,16.3125,816,45,0,1,1,
11:44:45,16.2,311.93,5.053266,0,25,153.8125,16.0625,804,45,0,1,1,
11:44:46,7.7,312.45,2.405865,0,12,149.375,15.875,794,45,0,1,1,
11:44:47,9.0,312.52,2.81268,0,16,149.25,15.8125,791,45,0,1,1,
11:44:48,25.4,311.43,7.910322,0,44,151.1875,15.625,781,45,0,1,1,
11:44:49,26.5,310.91,8.239115,0,46,155.8125,16.0625,805,45,0,1,1,
11:44:50,-4.9,313.98,-1.538502,0,24,130.6875,15.5,777,45,0,1,1,
11:44:51,-12.3,313.96,-3.861708,0,32,103.6875,12.75,637,45,0,1,1,
11:44:52,-4.8,313.62,-1.505376,0,15,79.125,9.75,489,45,0,1,1,
11:44:53,21.1,311.96,6.582356,0,59,89.8125,8.4375,422,45,0,1,1,
11:44:54,40.8,310.33,12.661464,0,103,105.0,9.5625,480,45,0,1,1,
11:44:55,34.3,310.42,10.647406,0,72,122.8125,11.875,594,45,0,1,1,
11:44:56,10.2,311.99,3.182298,0,19,130.9375,13.6875,684,45,0,1,1,
11:44:57,-1.2,312.99,-0.375588,0,5,109.5625,12.6875,636,45,0,1,1,
11:44:58,-6.9,313.48,-2.163012,0,21,90.1875,10.9375,548,45,0,1,1,
11:44:59,0.7,313.18,0.219226,0,0,77.9375,9.4375,474,45,0,1,1,
11:45:00,17.0,312.0,5.304,0,48,92.125,8.875,446,45,0,1,1,
11:45:01,35.3,310.66,10.966298,0,84,103.5,9.75,488,45,0,1,1,
11:45:02,29.3,310.78,9.105854,0,0,0,0,0,45,0,1,0,
11:45:03,24.0,311.0,7.464,0,50,123.375,12.25,615,45,0,1,1,
11:45:04,9.7,311.97,3.026109,0,16,121.125,12.625,633,45,0,1,1,
11:45:05,24.0,311.22,7.46928,0,48,121.6875,12.125,608,45,0,1,1,
11:45:06,45.5,309.68,14.09044,0,84,127.625,12.25,615,45,0,1,1,
11:45:07,43.2,309.34,13.363488,0,80,132.0,13.1875,660,45,0,1,1,
11:45:08,40.6,309.47,12.564482,0,72,142.9375,14.0,701,45,0,1,1,
11:45:09,34.2,309.91,10.598922,0,64,138.75,13.6875,684,45,0,1,1,
11:45:10,26.1,310.36,8.100396,0,52,134.9375,13.75,687,45,0,1,1,
11:45:11,28.4,310.41,8.815644,0,42,133.0625,13.75,689,45,0,1,1,
11:45:12,16.9,310.97,5.255393,0,32,129.4375,13.4375,672,45,0,1,1,
11:45:13,4.6,311.9,1.43474,0,5,119.8125,12.625,633,45,0,1,1,
11:45:14,1.4,312.39,0.437346,0,0,94.625,11.0,551,45,0,1,1,
11:45:15,9.3,311.93,2.900949,0,23,85.9375,8.8125,442,45,0,1,1,
11:45:16,23.9,311.08,7.434812,0,60,87.125,8.5,426,45,0,1,1,
11:45:17,31.8,310.31,9.867858,0,80,101.3125,9.3125,468,45,0,1,1,
11:45:18,32.3,310.04,10.014292,0,75,111.9375,10.8125,541,45,0,1,1,
11:45:19,35.4,309.82,10.967628,0,76,121.625,11.8125,592,45,0,1,1,
11:45:20,31.1,309.99,9.640689,0,60,130.125,12.9375,649,45,0,1,1,
11:45:21,8.5,311.42,2.64707,0,16,124.8125,13.125,657,45,0,1,1,
11:45:22,7.4,311.75,2.30695,0,15,113.875,12.0625,604,45,0,1,1,
11:45:23,24.5,310.49,7.607005,0,62,116.0625,11.25,564,45,0,1,1,
11:45:24,39.0,309.63,12.07557,0,79,125.0,11.9375,598,45,0,1,1,
11:45:25,33.3,309.77,10.315341,0,68,130.0625,13.0,651,45,0,1,1,
11:45:26,17.9,310.83,5.563857,0,33,123.1875,12.8125,642,45,0,1,1,
11:45:27,17.6,310.89,5.471664,0,37,114.875,11.5625,579,45,0,1,1,
11:45:28,23.5,310.55,7.297925,0,57,102.6875,10.125,507,45,0,1,1,
11:45:29,26.6,310.3,8.25398,0,63,103.8125,10.0625,504,45,0,1,1,
11:45:30,39.9,309.52,12.349848,0,80,126.25,11.8125,592,45,0,1,1,
11:45:31,37.0,309.39,11.44743,0,68,138.125,13.8125,692,45,0,1,1,
11:45:32,36.5,309.35,11.291275,0,62,152.5625,15.125,757,45,0,1,1,
11:45:33,22.2,310.17,6.885774,0,37,153.125,16.0625,805,45,0,1,1,
11:45:34,10.2,311.21,3.174342,0,16,152.4375,16.0,801,44,0,1,1,
11:45:35,23.5,310.48,7.29628,0,33,157.9375,16.1875,811,44,0,1,1,
11:45:36,50.4,308.58,15.552432,0,74,175.0,17.8125,891,44,0,1,1,
11:45:37,64.9,307.29,19.943121,0,84,199.5625,19.9375,997,44,0,1,1,
11:45:38,58.2,307.36,17.888352,0,75,207.8125,21.5,1075,44,0,1,1,
11:45:39,35.3,308.87,10.903111,0,41,212.375,22.0,1101,44,0,1,1,
11:45:40,0.8,311.08,0.248864,0,0,196.25,21.875,1094,44,0,1,1,
11:45:41,-37.7,314.21,-11.845717,0,53,174.5,20.5,1025,44,0,1,1,
11:45:42,-35.6,314.8,-11.20688,0,67,142.0,17.25,864,44,0,1,1,
11:45:43,-21.6,314.07,-6.783912,0,50,113.5,14.0625,703,44,0,1,1,
11:45:44,-14.4,313.68,-4.516992,0,49,86.5625,10.8125,541,44,0,1,1,
11:45:45,-4.9,313.11,-1.534239,0,32,60.9375,7.9375,398,44,0,1,1,
11:45:46,10.8,312.09,3.370572,0,29,64.125,6.625,333,44,0,1,1,
11:45:47,25.4,310.83,7.895082,0,84,77.1875,6.9375,347,44,0,1,1,
11:45:48,28.5,310.44,8.84754,0,83,84.375,7.6875,385,44,0,1,1,
11:45:49,29.4,310.25,9.12135,0,84,85.625,7.875,394,44,0,1,1,
11:45:50,30.9,310.08,9.581472,0,91,80.5625,7.5,376,44,0,1,1,
11:45:51,29.9,310.04,9.270196,0,97,80.6875,7.25,363,44,0,1,1,
11:45:52,26.6,310.24,8.252384,0,94,72.1875,6.5,327,44,0,1,1,
11:45:53,25.5,310.27,7.911885,0,92,71.1875,6.25,314,44,0,1,1,
11:45:54,27.2,310.15,8.43608,0,88,80.625,7.0,352,44,0,1,1,
11:45:55,23.4,310.31,7.261254,0,69,90.3125,8.5625,428,44,0,1,1,
11:45:56,14.2,311.03,4.416626,0,34,95.5625,9.375,471,44,0,1,1,
11:45:57,1.5,311.91,0.467865,0,4,88.375,9.375,471,44,0,1,1,
11:45:58,-3.2,312.42,-0.999744,0,14,64.375,8.25,413,44,0,1,1,
11:45:59,-2.1,312.48,-0.656208,0,14,53.5,6.75,338,44,0,1,1,
11:46:00,2.6,312.23,0.811798,0,9,58.1875,5.875,295,44,0,1,1,
11:46:01,12.5,311.6,3.895,0,44,65.375,6.125,308,44,0,1,1,
11:46:02,11.6,311.56,3.614096,0,37,75.0,7.1875,361,44,0,1,1,
11:46:02,0,0,0,0,32,0,0,0,0,0,0,0,
11:46:03,9.4,311.73,2.930262,0,24,78.875,7.8125,392,44,0,1,1,
11:46:04,7.6,311.89,2.370364,0,20,76.3125,7.875,396,44,0,1,1,
11:46:05,16.2,311.33,5.043546,0,45,76.1875,7.5,375,44,0,1,1,
11:46:06,18.4,311.23,5.726632,0,58,70.0625,6.6875,337,44,0,1,1,
11:46:07,17.3,311.17,5.383241,0,59,73.875,6.5625,330,44,0,1,1,
11:46:08,21.0,310.91,6.52911,0,68,76.1875,7.25,365,44,0,1,1,
11:46:09,23.1,310.72,7.177632,0,66,86.9375,8.375,420,44,0,1,1,
11:46:10,23.0,310.59,7.14357,0,59,102.5625,9.875,496,44,0,1,1,
11:46:11,17.3,310.94,5.379262,0,40,109.9375,10.8125,541,44,0,1,1,
11:46:12,10.9,311.45,3.394805,0,24,107.8125,11.0625,553,44,0,1,1,
11:46:13,7.8,311.71,2.431338,0,18,106.8125,11.0625,554,44,0,1,1,
11:46:14,7.3,311.85,2.276505,0,14,105.375,10.875,544,44,0,1,1,
11:46:15,4.1,312.07,1.279487,0,8,99.4375,10.5,525,44,0,1,1,
11:46:16,0.0,312.48,0.0,0,0,85.0625,9.875,495,44,0,1,1,
11:46:17,2.9,312.33,0.905757,0,4,86.3125,9.1875,459,44,0,1,1,
11:46:18,4.3,312.26,1.342718,0,9,85.0,8.875,446,44,0,1,1,
11:46:19,4.8,312.23,1.498704,0,10,83.75,8.5625,428,44,0,1,1,
11:46:20,-0.4,312.56,-0.125024,0,0,68.0,8.0625,405,44,0,1,1,
11:46:21,-3.5,312.92,-1.09522,0,22,53.5625,6.75,340,44,0,1,1,
11:46:22,-1.7,312.9,-0.53193,0,19,36.4375,5.1875,261,44,0,1,1,
11:46:23,0.1,312.81,0.031281,0,16,24.3125,3.6875,186,44,0,1,1,
11:46:24,2.3,312.68,0.719164,0,6,37.625,3.5625,178,44,0,1,1,
11:46:25,7.0,312.33,2.18631,0,37,41.25,3.4375,173,44,0,1,1,
11:46:26,9.1,312.18,2.840838,0,44,47.375,4.1875,212,44,0,1,1,
11:46:27,9.3,312.12,2.902716,0,40,55.6875,5.125,258,44,0,1,1,
11:46:28,1.1,312.77,0.344047,0,0,45.0,5.4375,272,44,0,1,1,
11:46:29,1.1,312.77,0.344047,0,0,35.1875,4.0625,205,44,0,1,1,
11:46:30,1.2,312.81,0.375372,0,0,23.0625,2.6875,136,44,0,1,1,
11:46:31,1.2,312.85,0.37542,0,0,3.625,0.6875,35,44,0,1,1,
11:46:32,1.1,312.88,0.344168,0,0,0.0,0.0,0,44,0,1,0,
11:46:33,1.4,312.88,0.438032,0,0,0.0,0.0,0,44,0,1,0,
11:46:34,1.1,312.94,0.344234,0,0,0.0,0.0,0,44,0,1,0,
11:46:35,1.1,312.95,0.344245,0,0,0.0,0.0,0,44,0,1,0,
13:22:29,0,0,0,0,0,0,0,0,0,0,0,0,
13:22:30,0,0,0,0,0,0.0,0.0,0,0,0,0,0,
13:22:31,1.3,315.41,0.410033,0,0,0.0,0.0,0,44,0,1,0,
13:22:32,1.1,315.41,0.346951,0,0,0.0,0.0,0,44,0,1,0,
13:22:33,1.0,315.41,0.31541,0,0,0.0,0.0,0,44,0,1,0,
13:22:34,1.0,315.4,0.3154,0,0,0.0,0.0,0,44,0,1,0,
13:22:35,1.1,315.38,0.346918,0,0,0.0,0.0,0,44,0,1,0,
13:22:36,1.1,315.37,0.346907,0,0,0.0,0.0,0,44,0,1,0,
13:22:37,1.1,315.38,0.346918,0,0,0.0,0.0,0,44,0,1,0,
13:22:38,1.1,315.38,0.346918,0,0,0.0,0.0,0,44,0,1,0,
13:22:39,1.1,315.36,0.346896,0,0,0.0,0.0,0,44,0,1,0,
13:22:40,1.1,315.35,0.346885,0,0,0.0,0.0,0,44,0,1,0,
13:22:41,1.1,315.35,0.346885,0,0,0.0,0.0,0,44,0,1,0,
13:22:42,1.1,315.35,0.346885,0,0,0.0,0.0,0,44,0,1,0,
13:22:43,1.2,315.33,0.378396,0,0,0.0,0.0,0,44,0,1,0,
13:22:44,1.2,315.33,0.378396,0,0,0.0,0.0,0,44,0,1,0,
13:22:45,1.2,315.32,0.378384,0,0,0.0,0.0,0,44,0,1,0,
13:22:46,1.2,315.32,0.378384,0,0,0.0,0.0,0,44,0,1,0,
13:22:47,1.2,315.32,0.378384,0,0,0.0,0.0,0,44,0,1,0,
13:22:48,1.1,315.32,0.346852,0,0,0.0,0.0,0,44,0,1,0,
13:22:49,1.4,315.29,0.441406,0,0,0.0,0.0,0,44,0,1,0,
13:22:50,1.1,315.32,0.346852,0,0,0.0,0.0,0,44,0,1,0,
13:22:51,1.1,315.31,0.346841,0,0,0.0,0.0,0,44,0,1,0,
13:22:52,1.1,315.3,0.34683,0,0,0.0,0.0,0,44,0,1,0,
13:22:53,1.1,315.3,0.34683,0,0,0.0,0.0,0,44,0,1,0,
13:22:54,1.1,315.31,0.346841,0,0,0.0,0.0,0,44,0,1,0,
13:22:55,1.1,315.29,0.346819,0,0,0.0,0.0,0,44,0,1,0,
13:22:56,1.2,315.29,0.378348,0,0,0.0,0.0,0,44,0,1,0,
13:22:57,1.1,315.28,0.346808,0,0,0.0,0.0,0,44,0,1,0,
13:22:58,1.2,315.29,0.378348,0,0,0.0,0.0,0,44,0,1,0,
13:22:59,1.2,315.28,0.378336,0,0,0.0,0.0,0,44,0,1,0,
13:23:00,1.2,315.26,0.378312,0,0,0.0,0.0,0,44,0,1,0,
13:23:01,1.0,315.29,0.31529,0,0,0.0,0.0,0,44,0,1,0,
13:23:01,1.1,315.28,0.346808,0,0,0,0,0,44,0,1,0,
13:23:02,0,0,0,0,0,0,0,0,0,0,0,0,
13:23:03,1.1,315.27,0.346797,0,0,0.0,0.0,0,44,0,1,0,
13:23:04,1.1,315.27,0.346797,0,0,0.0,0.0,0,44,0,1,0,
13:23:05,1.2,315.27,0.378324,0,0,0.0,0.0,0,44,0,1,0,
13:23:06,1.2,315.26,0.378312,0,0,0.0,0.0,0,44,0,1,0,
13:23:07,1.2,315.25,0.3783,0,0,0.0,0.0,0,44,0,1,0,
13:23:08,1.0,315.26,0.31526,0,0,0.0,0.0,0,44,0,1,0,
13:23:09,1.0,315.26,0.31526,0,0,0.0,0.0,0,44,0,1,0,
13:23:10,1.0,315.26,0.31526,0,0,0.0,0.0,0,44,0,1,0,
13:23:11,1.1,315.25,0.346775,0,0,0.0,0.0,0,44,0,1,0,
13:23:12,1.1,315.24,0.346764,0,0,0.0,0.0,0,44,0,1,0,
13:23:13,1.0,315.25,0.31525,0,0,0.0,0.0,0,44,0,1,0,
13:23:14,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:15,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:16,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:17,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:18,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:19,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:20,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:21,1.0,315.24,0.31524,0,0,0.0,0.0,0,44,0,1,0,
13:23:22,1.0,315.22,0.31522,0,0,0.0,0.0,0,44,0,1,0,
13:23:23,1.0,315.23,0.31523,0,0,0.0,0.0,0,44,0,1,0,
13:23:24,1.2,315.22,0.378264,0,0,0.0,0.0,0,44,0,1,0,
13:23:25,1.1,315.21,0.346731,0,0,0.0,0.0,0,44,0,1,0,
13:23:26,1.0,315.22,0.31522,0,0,0.0,0.0,0,44,0,1,0,
13:23:27,1.1,315.2,0.34672,0,0,0.0,0.0,0,44,0,1,0,
13:23:28,1.2,315.21,0.378252,0,0,0.0,0.0,0,44,0,1,0,
13:23:29,1.1,315.21,0.346731,0,0,0.0,0.0,0,44,0,1,0,
13:23:30,1.1,315.2,0.34672,0,0,0.0,0.0,0,44,0,1,0,
13:23:31,1.0,315.21,0.31521,0,0,0.0,0.0,0,44,0,1,0,
13:23:32,1.0,315.2,0.3152,0,0,0.0,0.0,0,44,0,1,0,
13:23:33,1.0,315.2,0.3152,0,0,0.0,0.0,0,44,0,1,0,
13:23:34,1.0,315.2,0.3152,0,0,0.0,0.0,0,44,0,1,0,
13:23:35,1.0,315.2,0.3152,0,0,0.0,0.0,0,44,0,1,0,
13:23:36,1.2,315.19,0.378228,0,0,0.0,0.0,0,44,0,1,0,
13:23:37,1.1,315.19,0.346709,0,0,0.0,0.0,0,44,0,1,0,
13:23:38,1.1,315.19,0.346709,0,0,0.0,0.0,0,44,0,1,0,
13:23:39,1.2,315.18,0.378216,0,0,0.0,0.0,0,44,0,1,0,
13:23:40,1.1,315.19,0.346709,0,0,0.0,0.0,0,44,0,1,0,
13:23:41,1.2,315.19,0.378228,0,0,0.0,0.0,0,44,0,1,0,
13:23:42,1.0,315.19,0.31519,0,0,0.0,0.0,0,44,0,1,0,
13:23:43,1.0,315.19,0.31519,0,0,0.0,0.0,0,44,0,1,0,
13:23:44,1.1,315.19,0.346709,0,0,0.0,0.0,0,44,0,1,0,
13:23:45,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:46,1.0,315.19,0.31519,0,0,0.0,0.0,0,44,0,1,0,
13:23:47,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:48,1.0,315.2,0.3152,0,0,0.0,0.0,0,44,0,1,0,
13:23:49,0.9,315.18,0.283662,0,0,0.0,0.0,0,44,0,1,0,
13:23:50,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:51,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:52,1.1,315.19,0.346709,0,0,0.0,0.0,0,44,0,1,0,
13:23:53,1.0,315.19,0.31519,0,0,0.0,0.0,0,44,0,1,0,
13:23:54,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:55,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:23:56,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:23:57,1.0,315.19,0.31519,0,0,0.0,0.0,0,44,0,1,0,
13:23:58,0.9,315.18,0.283662,0,0,0.0,0.0,0,44,0,1,0,
13:23:59,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:24:00,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:24:01,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:02,0.9,315.18,0.283662,0,0,0.0,0.0,0,44,0,1,0,
13:24:02,0.9,315.18,0.283662,0,0,0,0,0,44,0,1,0,
13:24:03,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:24:04,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:05,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:06,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:07,1.1,315.17,0.346687,0,0,0.0,0.0,0,44,0,1,0,
13:24:08,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:09,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:10,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:11,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:12,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:13,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:14,1.0,315.18,0.31518,0,0,0.0,0.0,0,44,0,1,0,
13:24:15,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:16,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:17,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:18,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:19,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:20,1.0,315.17,0.31517,0,0,0.0,0.0,0,44,0,1,0,
13:24:21,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:22,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:23,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:24,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:25,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:26,0.8,315.16,0.252128,0,0,0.0,0.0,0,44,0,1,0,
13:24:27,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:28,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:29,0.8,315.17,0.252136,0,0,0.0,0.0,0,44,0,1,0,
13:24:30,0.9,315.18,0.283662,0,0,0.0,0.0,0,44,0,1,0,
13:24:31,0.9,315.14,0.283626,0,0,0.0,0.0,0,44,0,1,0,
13:24:32,0.8,315.17,0.252136,0,0,0.0,0.0,0,44,0,1,0,
13:24:33,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:34,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:35,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:36,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:37,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:38,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:39,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:40,0.8,315.17,0.252136,0,0,0.0,0.0,0,44,0,1,0,
13:24:41,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:42,0.9,315.17,0.283653,0,0,0.0,0.0,0,44,0,1,0,
13:24:43,0.9,315.14,0.283626,0,0,0.0,0.0,0,44,0,1,0,
13:24:44,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:45,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:46,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:47,0.9,315.15,0.283635,0,0,0.0,0.0,0,44,0,1,0,
13:24:48,0.9,315.16,0.283644,0,0,0.0,0.0,0,44,0,1,0,
13:24:49,0.8,315.16,0.252128,0,0,0.0,0.0,0,44,0,1,0,
