Date, Odometer, Battery Energy, Hours Charging, Hours Running, Hours On,,,,,,,,,
,0.789622222,134.2741222,0.268055556,0.154722222,0.079762233,,,,,,,,,
,,,,,,,,,,,,,,
Time Stamp, Battery Current, Battery Voltage, Battery Power In, Battery Power Out, Motor Current (AC), Motor Voltage (AC), Motor Controller Battery Current, Motor Controller Capacitor Voltage, Vehicle Speed, Motor Velocity (RPM), SOC, Time Charging, Time Operating, Vehicle Run Hours 
13:57:02,0,0,0,0,10,0,0,309.9375,0,0,0,0,0,1
13:57:03,-2.8,312.17,874.076,0,6,1690,4092,310.5,12.15,647,61,1,0,1
13:57:04,-5.3,312.4,1655.72,0,19,1357,4090,310.625,10.6,521,61,1,0,1
13:57:05,-3.7,312.47,1156.139,0,21,988,4090,310.625,7.15,399,61,1,0,1
13:57:06,16.5,311.48,0,5139.42,14,1162,3,310.125,7.4,364,61,1,0,1
13:57:07,65.7,305.5,0,20071.35,185,1816,96,302.9375,9.7,473,61,1,0,1
13:57:08,18.3,309.44,0,5662.752,56,1733,27,308.125,10.13,543,61,1,0,1
13:57:09,6.2,311.23,0,1929.626,37,1737,4,309.0625,11.4,565,61,1,0,1
13:57:10,50.3,308.06,0,15495.418,99,2046,47,305.8125,11.15,598,61,1,0,1
13:57:11,54.6,305.86,0,16699.956,108,2565,81,303.875,15.12,787,61,1,0,1
13:57:12,-1.8,311.73,561.114,0,0,2174,4090,309.3125,15.15,798,61,1,0,1
13:57:13,-3.3,311.97,1029.501,0,8,2014,4092,310.625,14.14,745,61,1,0,1
13:57:14,-10.5,312.74,3283.77,0,27,1652,4085,311.375,12.11,636,61,1,0,1
13:57:15,-1.9,312.3,593.37,0,9,1107,4092,311.375,8.11,436,61,1,0,1
13:57:16,0.6,312.05,0,187.23,0,135,4095,310.125,4,201,61,1,0,1
13:57:17,0.7,312.1,0,218.47,0,155,0,310.375,0.9,29,61,1,0,1
13:57:18,0.6,312.14,0,187.284,0,0,0,309.9375,0,0,61,1,0,1
13:57:19,0.6,312.21,0,187.326,0,0,0,310.625,0,0,61,1,0,1
13:57:20,0.5,312.26,0,156.13,0,0,0,310.5,0,0,61,1,0,1
13:57:21,0.5,312.29,0,156.145,0,0,0,310.625,0,0,61,1,0,1
13:57:22,1,312.32,0,312.32,8,77,0,310.25,0,3,61,1,0,1
13:57:23,1.1,312.13,0,343.343,31,369,6,310.75,1.1,84,61,1,0,1
13:57:24,0.8,312.37,0,249.896,0,77,4095,311.25,0.13,41,61,1,0,1
13:57:25,14.3,311.6,0,4455.88,159,483,10,308.8125,1.1,56,61,1,0,1
13:57:26,84.7,305.29,0,25858.063,207,1972,93,303.5,9.2,457,61,1,0,1
13:57:27,52.3,306.5,0,16029.95,97,2609,73,304.75,15.8,775,61,1,0,1
13:57:28,58.6,306.74,0,17974.964,86,2839,62,304.9375,17.1,883,61,1,0,1
13:57:29,6.4,310.39,0,1986.496,12,2814,14,308.3125,19.5,966,61,1,0,1
13:57:30,-20.4,313.16,6388.464,0,32,2395,4077,311.8125,18.3,909,61,1,0,1
13:57:31,6.6,311.44,0,2055.504,11,2576,6,309.9375,17.6,868,61,1,0,1
13:57:32,0.3,311.8,0,93.54,0,2214,4,310.75,16.6,820,61,1,0,1
13:57:33,0.1,312.08,0,31.208,0,1533,4095,310.375,11.7,572,61,1,0,1
13:57:34,0.6,312.1,0,187.26,0,1282,4095,311,9.5,466,61,1,0,1
13:57:35,-2.5,312.42,781.05,0,13,1030,4093,310.875,7.15,398,61,1,0,1
13:57:36,0.6,312.45,0,187.47,8,816,4093,310.875,6.8,326,61,1,0,1
13:57:37,8.2,311.66,0,2555.612,29,1085,9,309.8125,6.1,332,61,1,0,1
13:57:38,8.7,311.67,0,2711.529,30,1105,8,310.25,6.13,342,61,1,0,1
13:57:39,11.6,311.36,0,3611.776,41,1143,12,310,6.15,349,61,1,0,1
13:57:40,7.8,311.47,0,2429.466,33,1163,11,310.5,7.1,353,61,1,0,1
13:57:41,6.2,311.73,0,1932.726,23,1144,7,310,7,351,61,1,0,1
13:57:42,8.8,311.62,0,2742.256,31,1104,8,310,6.12,339,61,1,0,1
13:57:43,11.4,311.41,0,3550.074,39,1162,12,309.9375,7,352,61,1,0,1
13:57:44,11.4,311.39,0,3549.846,37,1161,12,309.8125,7.1,355,61,1,0,1
13:57:45,11.6,311.39,0,3612.124,38,1179,12,309.0625,7.1,354,61,1,0,1
13:57:46,8.1,311.66,0,2524.446,25,1164,9,310.375,7.3,360,61,1,0,1
13:57:47,2.7,312.07,0,842.589,8,1125,3,310.5,7.1,354,61,1,0,1
13:57:48,0,312.43,0,0,0,951,4095,310.75,7,352,61,1,0,1
13:57:49,2.6,312.31,0,812.006,5,1066,1,310.25,6.15,347,61,1,0,1
13:57:50,8.4,311.89,0,2619.876,27,1107,7,310.5,6.14,346,61,1,0,1
13:57:51,9.3,311.77,0,2899.461,28,1203,9,310.25,7.7,372,61,1,0,1
13:57:52,7.7,311.84,0,2401.168,25,1221,7,310.375,7.11,386,61,1,0,1
13:57:53,12.5,311.57,0,3894.625,36,1316,12,309.5625,8.3,409,61,1,0,1
13:57:54,6.1,311.89,0,1902.529,16,1338,7,310.75,8.6,420,61,1,0,1
13:57:55,3.1,312.31,0,968.161,6,1244,2,310.25,8.1,403,61,1,0,1
13:57:56,7.8,311.93,0,2433.054,24,1261,7,310.625,7.13,393,61,1,0,1
13:57:57,13.7,311.55,0,4268.235,36,1338,12,309.4375,8.5,418,61,1,0,1
13:57:58,12.1,311.41,0,3768.061,35,1493,14,310.375,9.3,459,61,1,0,1
13:57:59,8.8,311.7,0,2742.96,24,1489,9,309.6875,9.8,477,61,1,0,1
13:58:00,9.1,311.73,0,2836.743,25,1471,9,310.25,9.7,473,61,1,0,1
13:58:01,9.8,311.71,0,3054.758,24,1492,9,310,9.7,473,61,1,0,1
13:58:01,11.3,311.64,0,3521.532,0,0,0,0,0,0,61,1,0,0
13:58:02,14.7,311.33,0,4576.551,37,1567,14,310,9.14,495,61,1,0,1
13:58:03,14.7,311.18,0,4574.346,36,1722,17,309.8125,10.12,540,61,1,0,1
13:58:04,15.5,311.17,0,4823.135,34,1857,16,309.5625,11.12,590,61,1,0,1
13:58:05,8.5,311.65,0,2649.025,18,1995,11,310.125,12.13,641,61,1,0,1
13:58:06,-3.2,312.51,1000.032,0,6,1751,0,311.375,12.12,637,61,1,0,1
13:58:07,5.3,312.23,0,1654.819,12,1841,4,310.5,12.3,611,61,1,0,1
13:58:08,41.7,309.29,0,12897.393,83,2076,42,307.25,12.9,628,61,1,0,1
13:58:09,36.8,309.2,0,11378.56,67,2265,42,307.25,14.9,729,61,1,0,1
13:58:10,-15.5,311.9,4834.45,0,23,2078,1,311.8125,13.13,693,61,1,0,1
13:58:11,0.3,312.33,0,93.699,0,1376,4095,310.25,10.6,520,61,1,0,1
13:58:12,0.7,312.39,0,218.673,0,542,4095,310.5,4.2,209,61,1,0,1
13:58:13,2.3,312.34,0,718.382,0,0,0,310.5,0.3,10,61,1,0,1
13:58:14,16.1,311.65,0,5017.565,114,368,7,310.25,-0.14,-46,61,1,0,1
13:58:15,80.2,305.2,0,24477.04,245,1724,112,302.9375,-8,-402,61,1,0,1
13:58:16,1.5,311.63,0,467.445,0,1396,0,310.5,-10.1,-504,61,1,0,1
13:58:17,1,312.05,0,312.05,0,446,0,310.75,-3.11,-186,61,1,0,1
13:58:18,0.7,312.25,0,218.575,0,0,0,310.5,0,0,61,1,0,1
13:58:19,1.8,312.26,0,562.068,0,0,0,310.25,0,0,61,1,0,1
13:58:20,4.7,312.13,0,1467.011,99,213,2,309.6875,0.14,44,61,1,0,1
13:58:21,58,307.1,0,17811.8,194,1546,74,305.1875,7.4,364,61,1,0,1
13:58:22,22.1,309.02,0,6829.342,71,1764,40,306.875,11.3,561,61,1,0,1
13:58:23,0.7,312.01,0,218.407,0,1691,0,310.375,11.6,571,61,1,0,1
13:58:24,0.7,312.22,0,218.554,0,1223,0,311,9.4,463,61,1,0,1
13:58:25,0.7,312.33,0,218.631,0,621,4095,310.375,4.13,241,61,1,0,1
13:58:26,0.7,312.4,0,218.68,0,116,4095,310.75,1.3,61,61,1,0,1
13:58:27,0.6,312.48,0,187.488,0,0,0,311.125,0,0,61,1,0,1
13:58:28,0.6,312.54,0,187.524,0,0,0,310.875,0,0,61,1,0,1
13:58:29,0.6,312.59,0,187.554,0,0,0,310.875,0,0,61,1,0,1
13:58:30,0.6,312.63,0,187.578,0,0,0,310.875,0,0,61,1,0,1
13:58:31,0.6,312.66,0,187.596,0,0,0,310.375,0,0,61,1,0,1
13:58:32,0.6,312.71,0,187.626,0,0,0,311,0,0,61,1,0,1
13:58:33,0.6,312.74,0,187.644,0,0,0,311.25,0,0,61,1,0,1
13:58:34,0.6,312.78,0,187.668,0,0,0,311.5,0,0,61,1,0,1
13:58:35,0.6,312.79,0,187.674,0,0,0,310.5,0,0,61,1,0,1
13:58:36,0.6,312.83,0,187.698,0,0,0,311.25,0,0,61,1,0,1
13:58:37,0.5,312.85,0,156.425,0,0,0,310.75,0,0,61,1,0,1
13:58:38,0.5,312.88,0,156.44,0,0,0,310.75,0,0,61,1,0,1
13:58:39,0.5,312.91,0,156.455,0,0,0,311.375,0,0,61,1,0,1
13:58:40,0.5,312.92,0,156.46,0,0,0,311,0,0,61,1,0,1
13:58:41,0.6,312.94,0,187.764,0,0,0,311.125,0,0,61,1,0,1
13:58:42,0.5,312.97,0,156.485,0,0,0,311.625,0,0,61,1,0,1
13:58:43,0.5,312.99,0,156.495,0,0,0,311.375,0,0,61,1,0,1
13:58:44,0.6,313,0,187.8,0,0,0,311.125,0,0,61,1,0,1
13:58:45,0.8,313.01,0,250.408,0,38,0,311.625,0,0,61,1,0,1
13:58:46,13,312.21,0,4058.73,104,368,12,309.8125,-1,-54,61,1,0,1
13:58:47,3.6,312.9,0,1126.44,11,427,1,311.5,-2.13,-140,61,1,0,1
13:58:48,6.1,312.59,0,1906.799,42,562,6,311,-2.9,-129,61,1,0,1
13:58:49,6.2,312.5,0,1937.5,14,681,7,310.75,-3.12,-189,61,1,0,1
13:58:50,2.2,312.91,0,688.402,6,603,0,311.375,-3.9,-179,61,1,0,1
13:58:51,3.3,312.78,0,1032.174,16,602,3,310.875,-3.5,-167,61,1,0,1
13:58:52,3.2,312.8,0,1000.96,17,581,3,311.375,-3.5,-169,61,1,0,1
13:58:53,6,312.62,0,1875.72,29,718,5,310.625,-3.11,-187,61,1,0,1
13:58:54,10.2,312.26,0,3185.052,44,814,9,310.5,-4.7,-224,61,1,0,1
13:58:55,11,312.12,0,3433.32,46,913,10,310.25,-5.2,-261,61,1,0,1
13:58:56,1,312.76,0,312.76,0,524,3,311.125,-4.9,-219,61,1,0,1
13:58:57,0.9,312.92,0,281.628,0,622,0,311.25,-4.5,-217,61,1,0,1
13:58:58,-0.9,313.13,281.817,0,45,97,4095,312.3125,-2.1,-125,61,1,0,1
13:58:59,10.9,312.69,0,3408.321,49,155,3,310.875,0,0,61,1,0,1
13:59:00,62.9,308.05,0,19376.345,183,1532,66,306.0625,6.12,345,61,1,0,1
13:59:01,66.5,307.07,0,20420.155,121,2325,72,305.1875,13,657,61,1,0,1
13:59:01,0,0,0,0,36,0,0,308.6875,0,0,0,0,0,1
13:59:02,6.4,311.09,0,1990.976,5,2360,13,310.25,16,801,61,1,0,1
13:59:03,-18.3,313.71,5740.893,0,32,2047,4083,312.5625,15.2,757,61,1,0,1
13:59:04,-19.4,314.47,6100.718,0,57,1425,4075,313.3125,11.11,580,61,1,0,1
13:59:05,-6.9,313.71,2164.599,0,34,896,4088,311.6875,7.3,358,61,1,0,1
13:59:06,0.2,313.12,0,62.624,9,428,4094,311.6875,4.2,203,61,1,0,1
13:59:07,0.8,313.01,0,250.408,0,38,0,311.125,0.7,24,61,1,0,1
13:59:08,0.5,313.03,0,156.515,0,0,0,311.5,0,0,61,1,0,1
13:59:09,0.6,313.05,0,187.83,0,0,0,311.25,-0.1,-5,61,1,0,1
13:59:10,0.5,313.06,0,156.53,0,0,0,311.8125,0,0,61,1,0,1
13:59:11,0.5,313.09,0,156.545,0,0,0,311.125,0,0,61,1,0,1
13:59:12,0.5,313.11,0,156.555,0,0,0,311.375,0,0,61,1,0,1
13:59:13,0.5,313.13,0,156.565,0,0,0,310.875,0,0,61,1,0,1
13:59:14,0.5,313.15,0,156.575,0,0,0,311.125,0,0,61,1,0,1
13:59:15,0.5,313.16,0,156.58,0,0,0,310.5,0,0,61,1,0,1
13:59:16,0.5,313.17,0,156.585,0,0,0,310.75,0,0,61,1,0,1
13:59:17,0.5,313.2,0,156.6,0,0,0,311.375,0,0,61,1,0,1
13:59:18,0.5,313.22,0,156.61,0,0,0,311.375,0,0,61,1,0,1
13:59:19,0.5,313.23,0,156.615,0,0,0,311.25,0,0,61,1,0,1
13:59:20,0.5,313.24,0,156.62,0,0,0,311.5,0,0,61,1,0,1
13:59:21,0.5,313.24,0,156.62,0,0,0,311.5,0,0,61,1,0,1
13:59:22,0.5,313.26,0,156.63,0,0,0,311.5,0,0,61,1,0,1
13:59:23,0.5,313.27,0,156.635,0,0,0,311.25,0,0,61,1,0,1
13:59:24,0.5,313.29,0,156.645,0,0,0,311.25,0,0,61,1,0,1
13:59:25,0.5,313.3,0,156.65,0,0,0,311.375,0,0,61,1,0,1
13:59:26,0.5,313.3,0,156.65,0,0,0,311.6875,0,0,61,1,0,1
13:59:27,0.8,313.29,0,250.632,9,77,0,311.125,0,0,61,1,0,1
13:59:28,0.7,313.27,0,219.289,0,214,0,311.9375,1.14,95,61,1,0,1
13:59:29,0.7,313.29,0,219.303,0,19,0,311.25,0.2,8,61,1,0,1
13:59:30,0.5,313.31,0,156.655,0,0,0,310.875,0,0,61,1,0,1
13:59:31,0.5,313.34,0,156.67,0,0,0,311.9375,-0.3,-12,61,1,0,1
13:59:32,0.5,313.36,0,156.68,0,0,0,311.375,0,0,61,1,0,1
13:59:33,0.5,313.36,0,156.68,0,0,0,311.5,0,0,61,1,0,1
13:59:34,0.5,313.37,0,156.685,0,0,0,311.625,0,0,61,1,0,1
13:59:35,0.5,313.38,0,156.69,0,0,0,311.125,0,0,61,1,0,1
13:59:36,0.5,313.38,0,156.69,0,0,0,311.375,0,0,61,1,0,1
13:59:37,0.5,313.39,0,156.695,0,0,0,311.625,0,0,61,1,0,1
13:59:38,0.5,313.4,0,156.7,0,0,0,312.0625,0,0,61,1,0,1
13:59:39,0.5,313.42,0,156.71,0,0,0,311.9375,0,0,61,1,0,1
13:59:40,0.5,313.43,0,156.715,0,0,0,311.8125,0,0,61,1,0,1
13:59:41,0.5,313.42,0,156.71,0,0,0,311.8125,0,0,61,1,0,1
13:59:42,0.5,313.45,0,156.725,0,0,0,311.25,0,0,61,1,0,1
13:59:43,0.5,313.44,0,156.72,0,0,0,311.8125,0,0,61,1,0,1
13:59:44,0.5,313.44,0,156.72,0,0,0,311.625,0,0,61,1,0,1
13:59:45,0.5,313.46,0,156.73,0,0,0,311.25,0,0,61,1,0,1
13:59:46,0.5,313.46,0,156.73,0,0,0,311.625,0,0,61,1,0,1
13:59:47,0.5,313.47,0,156.735,0,0,0,311.375,0,0,61,1,0,1
13:59:48,0.5,313.49,0,156.745,0,0,0,312.3125,0,0,61,1,0,1
13:59:49,0.5,313.49,0,156.745,0,0,0,311,0,0,61,1,0,1
13:59:50,0.5,313.49,0,156.745,0,0,0,311.25,0,0,61,1,0,1
13:59:51,0.5,313.5,0,156.75,0,0,0,311.375,0,0,61,1,0,1
13:59:52,0.5,313.5,0,156.75,0,0,0,312.3125,0,0,61,1,0,1
13:59:53,0.5,313.51,0,156.755,0,0,0,311.9375,0,0,61,1,0,1
13:59:54,0.5,313.52,0,156.76,0,0,0,311.25,0,0,61,1,0,1
13:59:55,0.5,313.52,0,156.76,0,0,0,312.0625,0,0,61,1,0,1
13:59:56,0.5,313.52,0,156.76,0,0,0,311.625,0,0,61,1,0,1
13:59:57,0.5,313.53,0,156.765,0,0,0,311.25,0,0,61,1,0,1
13:59:58,0.5,313.54,0,156.77,0,0,0,311.625,0,0,61,1,0,1
13:59:59,0.5,313.55,0,156.775,0,0,0,311.6875,0,0,61,1,0,1
14:00:00,0.5,313.54,0,156.77,0,0,0,311.375,0,0,61,1,0,1
14:00:01,0.5,313.55,0,156.775,0,0,0,311.625,0,0,61,1,0,1
14:00:01,0.5,313.56,0,156.78,0,0,0,0,0,0,61,1,0,0
14:00:02,0.5,313.56,0,156.78,0,0,0,311.8125,0,0,61,1,0,0
14:00:03,0.5,313.56,0,156.78,0,0,0,311.625,0,0,61,1,0,0
14:00:04,0.5,313.57,0,156.785,0,0,0,311.5,0,0,61,1,0,0
14:00:05,0.5,313.58,0,156.79,0,0,0,311.5,0,0,61,1,0,0
14:00:06,0.5,313.58,0,156.79,0,0,0,311.5,0,0,61,1,0,0
14:00:07,0.5,313.58,0,156.79,0,0,0,311.25,0,0,61,1,0,0
14:00:08,0.5,313.58,0,156.79,0,0,0,311.8125,0,0,61,1,0,0
14:00:09,0.5,313.59,0,156.795,0,0,0,312.0625,0,0,61,1,0,0
14:00:10,0.6,313.53,0,188.118,0,0,0,311.625,0,0,61,1,0,0
14:00:11,0.5,313.58,0,156.79,0,0,0,311.8125,0,0,61,1,0,0
14:00:12,0.5,313.6,0,156.8,0,0,0,312.3125,0,0,61,1,0,1
14:00:13,6.5,313.3,0,2036.45,129,311,1,310.75,0.13,43,61,1,0,1
14:00:14,20.7,311.6,0,6450.12,74,1047,30,310.25,5.11,287,61,1,0,1
14:00:15,32.8,310.73,0,10191.944,95,1374,32,309.3125,7.9,378,61,1,0,1
14:00:16,31.9,310.32,0,9899.208,74,1639,35,308.6875,9.1,481,61,1,0,1
14:00:17,33,310.24,0,10237.92,74,1771,33,308.8125,10.11,535,61,1,0,1
14:00:18,21.6,311.06,0,6718.896,45,1873,24,309.5625,11.1,583,61,1,0,1
14:00:19,11.2,311.81,0,3492.272,24,1839,13,310.5,11.1,583,61,1,0,1
14:00:20,23.9,311.27,0,7439.353,44,1992,19,309.3125,12.9,628,61,1,0,1
14:00:21,51.1,308.96,0,15787.856,88,2381,49,306.875,14.13,742,61,1,0,1
14:00:22,81,306.08,0,24792.48,119,3006,83,303.875,18.4,914,61,1,0,1
14:00:23,116.3,302.85,0,35221.455,136,3823,121,300,22.6,1118,61,1,0,1
14:00:24,-2.7,311.93,842.211,0,0,3138,4091,310.625,22.1,1133,61,1,0,1
14:00:25,-24.8,312.05,7738.84,0,0,3212,4095,311.375,21,1051,61,1,0,1
14:00:26,-17.3,313.71,5427.183,0,27,2653,4080,312.1875,19.1,983,61,1,0,1
14:00:27,-15.1,314.25,4745.175,0,35,2249,4077,313.1875,16.11,836,61,1,0,1
14:00:28,1.8,312.8,0,563.04,0,2173,0,311.9375,15.6,771,61,1,0,1
14:00:29,-7.4,313.41,2319.234,0,22,1791,4089,311.9375,13.12,688,61,1,0,1
14:00:30,-9.9,313.85,3107.115,0,29,1462,4085,312.3125,11.6,570,61,1,0,1
14:00:31,9.4,312.66,0,2939.004,45,1634,4,310.75,10.5,516,61,1,0,1
14:00:32,43.5,309.68,0,13471.08,102,1801,44,307.375,10.8,526,61,1,0,1
14:00:33,38.5,309.44,0,11913.44,81,2056,43,307.75,12.11,634,61,1,0,1
14:00:34,12,311.34,0,3736.08,19,2210,17,309.9375,14.5,718,61,1,0,1
14:00:35,-11,313.36,3446.96,0,26,1930,4088,312.0625,14.5,717,61,1,0,1
14:00:36,1.9,312.96,0,594.624,0,1750,4092,311,12.12,639,61,1,0,1
14:00:37,34.5,310.4,0,10708.8,74,2027,30,307.875,12.8,626,61,1,0,1
14:00:38,64.5,307.66,0,19844.07,110,2501,66,305.6875,14.15,749,61,1,0,1
14:00:39,36.4,309.08,0,11250.512,52,2672,42,307.75,17.1,855,61,1,0,1
14:00:40,0.2,312.04,0,62.408,0,2308,4,311.125,17,852,61,1,0,1
14:00:41,-25.9,314.44,8143.996,0,53,2093,4073,313.1875,15.14,794,61,1,0,1
14:00:42,-1.8,313.32,563.976,0,0,1711,4089,311.9375,12.14,646,61,1,0,1
14:00:43,41.2,309.89,0,12767.468,68,2079,35,309.1875,12.15,648,61,1,0,1
14:00:44,81,306.22,0,24803.82,132,2721,76,303.75,15.8,776,61,1,0,1
14:00:45,-2.6,311.47,809.822,0,24,2421,6,311.375,16.8,827,61,1,0,1
14:00:46,-5.6,312.61,1750.616,0,8,2141,4091,311.625,15.15,798,61,1,0,1
14:00:47,-14.7,313.65,4610.655,0,33,1797,4083,312.0625,13.13,692,61,1,0,1
14:00:48,-16.7,314.09,5245.303,0,50,1403,4080,312.6875,11.1,553,61,1,0,1
14:00:49,-9.3,313.72,2917.596,0,41,935,4086,311.8125,8,401,61,1,0,1
14:00:50,-3.7,313.4,1159.58,0,29,623,4091,312.4375,5.6,269,61,1,0,1
14:00:51,13.9,312.69,0,4346.391,80,994,3,310.25,5.5,266,61,1,0,1
14:00:52,97.5,304.41,0,29679.975,201,2342,115,302.0625,11.5,566,61,1,0,1
14:00:53,98.8,303.88,0,30023.344,135,3130,107,301.5,18.5,915,61,1,0,1
14:00:54,87.8,303.99,0,26690.322,102,3618,99,302.1875,22.4,1113,61,1,0,1
14:00:55,16.1,309.1,0,4976.51,10,3664,32,308.125,24.4,1213,61,1,0,1
14:00:56,10.6,310.69,0,3293.314,12,3588,10,308.9375,24.6,1220,61,1,0,1
14:00:57,69.7,306.49,0,21362.353,76,3731,66,304.25,24.3,1211,61,1,0,1
14:00:58,-16.1,312.72,5034.792,0,22,3214,4080,311.375,23.11,1185,61,1,0,1
14:00:59,-24.3,313.95,7628.985,0,33,2807,4073,311.9375,20.15,1046,61,1,0,1
14:01:00,-20.3,314.06,6375.418,0,37,2324,4074,312.4375,17.1,883,61,1,0,1
14:01:01,-10.2,313.53,3198.006,0,21,1795,4083,312.3125,14,701,61,1,0,1
14:01:02,34.5,310.16,0,10700.52,65,1989,27,308.5625,12.6,619,61,1,0,1
14:01:02,10.8,311.12,0,3360.096,0,0,0,0,0,0,61,1,0,0
14:01:03,19,311.18,0,5912.42,40,1897,15,309.3125,12.4,614,61,1,0,1
14:01:04,57.9,308.01,0,17833.779,107,2292,56,305.5625,13.1,683,61,1,0,1
14:01:05,91.1,304.83,0,27770.013,123,3102,91,303.1875,18.6,918,61,1,0,1
14:01:06,117.7,302.16,0,35564.232,134,3894,120,298.9375,23.6,1168,61,1,0,1
14:01:07,149.5,299.75,0,44812.625,143,4362,145,296.625,28.1,1402,61,1,0,1
14:01:08,163.9,297.6,0,48776.64,153,4321,172,295.0625,32.6,1620,61,1,0,1
14:01:09,149.1,297.79,0,44400.489,141,4237,165,295.3125,36.3,1808,61,1,0,1
14:01:10,107.4,300.29,0,32251.146,114,4172,136,298.4375,39.6,1967,61,1,0,1
14:01:11,21.2,304.9,0,6463.88,61,4209,77,306.625,40.7,2020,61,1,0,1
14:01:12,-1.2,309.85,371.82,0,75,4009,5,307.5,37.9,1878,60,1,0,1
14:01:13,-46.7,313.44,14637.648,0,78,3867,4065,312.9375,36.6,1819,60,1,0,1
14:01:14,-63.2,316.03,19973.096,0,95,3496,4039,314.375,32.15,1647,61,1,0,1
14:01:15,-59.7,316.77,18911.169,0,74,3574,4029,316.3125,28.15,1446,61,1,0,1
14:01:16,-34.6,314.85,10893.81,0,41,3235,4061,313.1875,23.14,1195,61,1,0,1
14:01:17,-19.6,313.83,6151.068,0,27,2685,4076,312.6875,20.7,1017,61,1,0,1
14:01:18,-15.6,313.43,4889.508,0,32,2261,4082,311.9375,17,850,61,1,0,1
14:01:19,-17.6,313.78,5522.528,0,38,1912,4079,312.3125,14.9,726,61,1,0,1
14:01:20,-12.6,313.5,3950.1,0,35,1443,4083,312.1875,11.6,566,61,1,0,1
14:01:21,22.4,311.86,0,6985.664,109,2008,13,308.5625,10.13,565,61,1,0,1
14:01:22,17.4,310.41,0,5401.134,36,2084,25,308.8125,13,654,61,1,0,1
14:01:23,4.2,311.49,0,1308.258,5,1921,5,310.5,13.3,658,61,1,0,1
14:01:24,-1.2,312.35,374.82,0,0,1648,4091,311,12.4,613,61,1,0,1
14:01:25,20.1,310.76,0,6246.276,42,1832,16,308.25,11.12,589,61,1,0,1
14:01:26,39.5,308.61,0,12190.095,69,2052,45,308,12.5,621,61,1,0,1
14:01:27,46.6,308.33,0,14368.178,90,2296,46,305.3125,13.14,696,61,1,0,1
14:01:28,75.1,305.65,0,22954.315,113,2901,77,303.375,17.4,865,61,1,0,1
14:01:29,94.2,303.68,0,28606.656,115,3546,99,300.75,21.14,1098,60,1,0,1
14:01:30,32,307.81,0,9849.92,32,3593,42,306.4375,24.1,1202,60,1,0,1
14:01:31,-19.6,312.3,6121.08,0,18,3083,4085,311.25,22.13,1139,60,1,0,1
14:01:32,-36.2,314.33,11378.746,0,57,2619,4065,313.375,19.12,985,60,1,0,1
14:01:33,-16.8,313.68,5269.824,0,24,2226,4075,311.625,16.11,833,60,1,0,1
14:01:34,4.6,311.85,0,1434.51,8,2309,4,310.125,15.12,789,60,1,0,1
14:01:35,10.4,311.28,0,3237.312,19,2260,11,309.0625,15,750,60,1,0,1
14:01:36,18.7,310.72,0,5810.464,40,2316,17,309.1875,15.1,754,60,1,0,1
14:01:37,31.2,309.52,0,9657.024,51,2422,33,307.5,15.7,774,60,1,0,1
14:01:38,37,308.64,0,11419.68,57,2648,44,307.375,16.13,840,60,1,0,1
14:01:39,12.1,310.54,0,3757.534,14,2605,16,308.4375,17.7,873,60,1,0,1
14:01:40,-8.7,312.39,2717.793,0,15,2350,4089,310.875,17.9,877,60,1,0,1
14:01:41,21.7,310.42,0,6736.114,33,2567,14,308.6875,17.4,857,60,1,0,1
14:01:42,13.2,310.9,0,4103.88,18,2568,14,309.1875,17.3,860,60,1,0,1
14:01:43,6.8,311.37,0,2117.316,10,2480,7,309.8125,16.9,827,60,1,0,1
14:01:44,-0.3,311.95,93.585,0,0,2228,3,310.875,15.12,787,60,1,0,1
14:01:45,-12.6,313.13,3945.438,0,25,1772,4086,311.6875,13.9,678,60,1,0,1
14:01:46,3,312.36,0,937.08,4,1752,4094,311.125,11.15,598,60,1,0,1
14:01:47,27,310.4,0,8380.8,55,1987,26,308.6875,12.8,627,60,1,0,1
14:01:48,17.4,310.44,0,5401.656,37,2199,25,309.0625,14.4,712,60,1,0,1
14:01:49,11.5,311.06,0,3577.19,24,2027,15,309.3125,13.9,677,60,1,0,1
14:01:50,-9.8,312.96,3067.008,0,27,1441,4086,311.625,11.8,573,60,1,0,1
14:01:51,80.8,307.57,0,24851.656,149,1876,48,306.3125,10.3,514,60,1,0,1
14:01:52,22.1,310.24,0,6856.304,41,1984,20,308.5625,12.8,630,60,1,0,1
14:01:53,1.1,312.34,0,343.574,4,1744,4092,310.625,13.8,671,60,1,0,1
14:01:54,-1.8,312.09,561.762,0,0,1706,4095,310.625,11.11,589,60,1,0,1
14:01:55,0.3,312.22,0,93.666,0,1339,4095,310.625,9.14,492,60,1,0,1
14:01:56,-3.3,312.59,1031.547,0,13,1011,4092,311.375,8.3,408,60,1,0,1
14:01:57,20.8,311.85,0,6486.48,22,1530,7,309.6875,8.2,425,60,1,0,1
14:01:58,11.5,311.36,0,3580.64,33,1373,13,309.5625,8.13,441,60,1,0,1
14:01:59,8.4,311.5,0,2616.6,24,1451,10,309.3125,9.7,471,60,1,0,1
14:02:00,-3.8,312.7,1188.26,0,22,1009,4090,310,8.1,402,60,1,0,1
14:02:01,0.7,312.5,0,218.75,0,640,4095,310.75,4.13,237,60,1,0,1
14:02:01,0,0,0,0,0,0,0,311,0,0,0,0,0,1
