Date, Odometer, Battery Energy, Motor Energy, Auxiliary Energy, Hours Charging, Hours Running,, Hours On,,,,,,,,,
,82.69111111,1498.14228,42607.04889,-42566.57971,0,1.917222222,,0.0.00                              ,,,,,,,,,
                                                                                                                                                                                                                                           ,,,,,,,,,,,,,,,,,
Time Stamp, Battery Amperage, Battery Voltage, Battery Power In, Battery Power Out, Motor Current (AC), Motor Voltage (AC),, Motor Power, Auxiliary Power, Motor Controller Battery Current, Motor Controller Capacitor Voltage, Vehicle Speed, Motor Velocity, SOC, Time Charging, Time Operating, Vehicle Run Hours 
11:40:48,17.1,311.65,5329.215,0,73,4611,,336603,-336603,23,309.75,636,1989,,,,
11:40:49,15.9,311.88,4958.892,0,65,4519,,293735,-293735,21,310.375,636,1987,,,,
11:40:50,18,311.86,5613.48,0,64,4456,,285184,-285184,22,311,635,1985,,,,
11:40:51,21,311.51,6541.71,0,62,4472,,277264,-277264,28,309.75,635,1983,,,,
11:40:52,22.1,311.54,6885.034,0,62,4412,,273544,-273544,27,309.625,635,1984,,,,
11:40:53,19.3,311.62,6014.266,0,69,4591,,316779,-316779,26,309.5625,638,1991,,,,
11:40:54,20.9,311.58,6512.022,0,63,4531,,285453,-285453,27,310.375,635,1984,,,,
11:40:55,27.6,311.32,8592.432,0,67,4543,,304381,-304381,31,309.625,633,1978,,,,
11:40:56,28,311.44,8720.32,0,72,4508,,324576,-324576,30,309.75,635,1983,,,,
11:40:57,28.7,311.17,8930.579,0,68,4564,,310352,-310352,33,309.1875,634,1981,,,,
11:40:58,36.5,310.81,11344.565,0,62,4597,,285014,-285014,39,309.75,634,1981,,,,
11:40:59,36.2,310.71,11247.702,0,66,4646,,306636,-306636,40,308.5625,632,1977,,,,
11:41:00,39.9,310.58,12392.142,0,72,4588,,330336,-330336,42,309.0625,634,1979,,,,
11:41:01,38.7,310.39,12012.093,0,64,4599,,294336,-294336,43,308,633,1979,,,,
11:41:02,41.7,310.43,12944.931,0,68,4530,,308040,-308040,45,308.9375,636,1985,70,0,0,1
11:41:02,0,0,0,0,69,0,,0,0,0,308.4375,0,0,0,0,0,1
11:41:03,31.9,310.42,9902.398,0,71,4456,,316376,-316376,44,309.0625,635,1985,,,,
11:41:04,37.5,310.41,11640.375,0,73,4563,,333099,-333099,43,308.9375,637,1989,,,,
11:41:05,35.2,310.36,10924.672,0,72,4634,,333648,-333648,43,308.5625,637,1990,,,,
11:41:06,40.1,310.35,12445.035,0,74,4632,,342768,-342768,43,308.4375,638,1992,,,,
11:41:07,31.8,310.5,9873.9,0,75,4518,,338850,-338850,40,308.8125,638,1993,,,,
11:41:08,37.7,310.47,11704.719,0,72,4616,,332352,-332352,42,309.0625,636,1987,,,,
11:41:09,31.8,310.52,9874.536,0,73,4518,,329814,-329814,41,308.6875,637,1990,,,,
11:41:10,36.8,310.41,11423.088,0,73,4630,,337990,-337990,40,308.4375,638,1993,,,,
11:41:11,31.6,310.68,9817.488,0,73,4481,,327113,-327113,40,308.8125,637,1990,,,,
11:41:12,31.3,311.1,9737.43,0,69,4488,,309672,-309672,29,309.625,643,2009,,,,
11:41:13,33.7,310.45,10462.165,0,74,4497,,332778,-332778,43,308.0625,637,1990,,,,
11:41:14,34.7,310.33,10768.451,0,72,4597,,330984,-330984,42,308.4375,636,1986,,,,
11:41:15,34.8,310.66,10810.968,0,68,4595,,312460,-312460,38,308.9375,638,1993,,,,
11:41:16,34.4,310.45,10679.48,0,78,4537,,353886,-353886,39,308.5625,637,1989,,,,
11:41:17,32.3,310.72,10036.256,0,68,4611,,313548,-313548,36,309.0625,638,1993,,,,
11:41:18,33.7,310.52,10464.524,0,75,4539,,340425,-340425,39,308.8125,635,1985,,,,
11:41:19,37,310.62,11492.94,0,76,4425,,336300,-336300,39,309.3125,635,1983,,,,
11:41:20,41.2,310.3,12784.36,0,64,4582,,293248,-293248,42,309.0625,634,1982,,,,
11:41:21,36.1,310.32,11202.552,0,76,4541,,345116,-345116,45,308.3125,636,1987,,,,
11:41:22,39.4,310.17,12220.698,0,69,4643,,320367,-320367,44,308.5625,637,1990,,,,
11:41:23,33.3,310.59,10342.647,0,69,4611,,318159,-318159,37,308.6875,639,1997,,,,
11:41:24,31.1,310.46,9655.306,0,63,4647,,292761,-292761,39,308.6875,637,1990,,,,
11:41:25,38.9,310.34,12072.226,0,64,4589,,293696,-293696,42,308.9375,637,1989,,,,
11:41:26,39.6,309.97,12274.812,0,66,4635,,305910,-305910,46,308.9375,635,1983,,,,
11:41:27,41.4,310.02,12834.828,0,69,4454,,307326,-307326,45,308.5625,635,1985,,,,
11:41:28,38.3,310.04,11874.532,0,73,4651,,339523,-339523,46,308.3125,636,1988,,,,
11:41:29,37.5,310.25,11634.375,0,63,4637,,292131,-292131,41,309.1875,638,1994,,,,
11:41:30,29.8,310.46,9251.708,0,71,4609,,327239,-327239,39,309.0625,639,1996,,,,
11:41:31,31.7,310.58,9845.386,0,69,4637,,319953,-319953,37,308.9375,638,1994,,,,
11:41:32,34.5,310.48,10711.56,0,66,4560,,300960,-300960,38,309.0625,638,1992,70,0,0,1
11:41:33,35.8,310.45,11114.11,0,73,4593,,335289,-335289,40,308.5625,636,1988,,,,
11:41:34,30.1,310.71,9352.371,0,69,4593,,316917,-316917,36,308.6875,639,1995,,,,
11:41:35,30.7,310.69,9538.183,0,76,4512,,342912,-342912,35,308.6875,639,1997,,,,
11:41:36,23.9,310.87,7429.793,0,66,4577,,302082,-302082,34,309.4375,640,1999,,,,
11:41:37,26.2,311,8148.2,0,63,4713,,296919,-296919,33,309.0625,638,1992,,,,
11:41:38,35.1,310.66,10904.166,0,68,4572,,310896,-310896,38,309.0625,637,1989,,,,
11:41:39,32.9,310.69,10221.701,0,61,4560,,278160,-278160,35,309.3125,636,1988,,,,
11:41:40,28.7,310.93,8923.691,0,68,4518,,307224,-307224,35,309.1875,637,1989,,,,
11:41:41,31.2,310.78,9696.336,0,62,4566,,283092,-283092,35,308.4375,636,1988,,,,
11:41:42,29.7,310.97,9235.809,0,71,4576,,324896,-324896,34,309.0625,635,1985,,,,
11:41:43,31.8,310.6,9877.08,0,70,4588,,321160,-321160,39,309.1875,634,1980,,,,
11:41:44,36.2,310.57,11242.634,0,71,4495,,319145,-319145,40,308.6875,635,1983,,,,
11:41:45,38.8,310.38,12042.744,0,72,4547,,327384,-327384,42,308.0625,635,1983,,,,
11:41:46,36.7,310.31,11388.377,0,72,4611,,331992,-331992,42,309.0625,636,1986,,,,
11:41:47,35.3,310.43,10958.179,0,73,4634,,338282,-338282,40,308.4375,637,1989,,,,
11:41:48,38.3,310.32,11885.256,0,79,4524,,357396,-357396,42,308.0625,638,1992,,,,
11:41:49,35.2,310.48,10928.896,0,72,4479,,322488,-322488,37,308.8125,639,1994,,,,
11:41:50,31.6,310.65,9816.54,0,62,4657,,288734,-288734,37,309.4375,638,1991,,,,
11:41:51,34,310.55,10558.7,0,77,4458,,343266,-343266,38,308.5625,637,1990,,,,
11:41:52,33.3,310.59,10342.647,0,66,4588,,302808,-302808,39,309.1875,637,1989,,,,
11:41:53,36,310.39,11174.04,0,67,4597,,307999,-307999,41,308.8125,636,1987,,,,
11:41:54,36.6,310.32,11357.712,0,78,4433,,345774,-345774,42,308.8125,636,1988,,,,
11:41:55,33,310.35,10241.55,0,62,4651,,288362,-288362,41,309.0625,636,1990,,,,
11:41:56,35.3,310.55,10962.415,0,65,4588,,298220,-298220,39,309.3125,637,1988,,,,
11:41:57,34,310.39,10553.26,0,62,4643,,287866,-287866,40,308.1875,638,1992,,,,
11:41:58,30,310.5,9315,0,66,4609,,304194,-304194,38,309.1875,639,1993,,,,
11:41:59,31.7,310.45,9841.265,0,65,4489,,291785,-291785,40,308.4375,638,1994,,,,
11:42:00,27.9,310.64,8666.856,0,69,4577,,315813,-315813,36,308.6875,638,1993,,,,
11:42:01,29.1,310.68,9040.788,0,66,4560,,300960,-300960,36,309.1875,637,1992,,,,
11:42:01,29.1,310.7,9041.37,0,0,0,,0,0,0,0,0,0,70,0,0,0
11:42:02,29.5,310.65,9164.175,0,62,4626,,286812,-286812,36,309.4375,636,1987,,,,
11:42:03,35,310.61,10871.35,0,73,4474,,326602,-326602,39,308.8125,637,1989,,,,
11:42:04,34.1,310.44,10586.004,0,70,4514,,315980,-315980,40,308.3125,634,1981,,,,
11:42:05,35.9,310.4,11143.36,0,65,4574,,297310,-297310,42,308.1875,635,1985,,,,
11:42:06,35.2,310.32,10923.264,0,75,4589,,344175,-344175,41,308.6875,635,1985,,,,
11:42:07,33.3,310.47,10338.651,0,71,4614,,327594,-327594,40,309.3125,637,1990,,,,
11:42:08,35,310.35,10862.25,0,71,4680,,332280,-332280,39,309.0625,637,1990,,,,
11:42:09,33.4,310.58,10373.372,0,59,4609,,271931,-271931,37,308.9375,637,1989,,,,
11:42:10,30.9,310.55,9595.995,0,71,4435,,314885,-314885,36,308.9375,636,1986,,,,
11:42:11,33.1,310.61,10281.191,0,63,4635,,292005,-292005,39,308.9375,637,1991,,,,
11:42:12,33.6,310.37,10428.432,0,58,4551,,263958,-263958,41,308.3125,636,1987,,,,
11:42:13,37.7,310.41,11702.457,0,69,4635,,319815,-319815,39,309.4375,638,1993,,,,
11:42:14,32.4,310.53,10061.172,0,66,4556,,300696,-300696,38,308.5625,637,1990,,,,
11:42:15,33.1,310.56,10279.536,0,68,4649,,316132,-316132,38,309.0625,637,1991,,,,
11:42:16,33.3,310.52,10340.316,0,67,4618,,309406,-309406,40,309.1875,637,1990,,,,
11:42:17,33.4,310.66,10376.044,0,71,4451,,316021,-316021,37,308.6875,637,1989,,,,
11:42:18,31.3,310.46,9717.398,0,72,4630,,333360,-333360,39,309.4375,637,1991,,,,
11:42:19,30.3,310.54,9409.362,0,73,4566,,333318,-333318,37,308.8125,637,1991,,,,
11:42:20,31,310.72,9632.32,0,70,4562,,319340,-319340,37,308.8125,638,1992,,,,
11:42:21,33,310.6,10249.8,0,75,4500,,337500,-337500,36,308.9375,637,1991,,,,
11:42:22,29.8,310.89,9264.522,0,74,4442,,328708,-328708,36,309.3125,637,1990,,,,
11:42:23,31,310.5,9625.5,0,76,4528,,344128,-344128,37,308.3125,637,1989,,,,
11:42:24,30.4,310.66,9444.064,0,65,4535,,294775,-294775,38,308.6875,636,1988,,,,
11:42:25,36.1,310.59,11212.299,0,70,4556,,318920,-318920,38,309.3125,637,1989,,,,
11:42:26,35.7,310.49,11084.493,0,78,4407,,343746,-343746,40,308.9375,637,1989,,,,
11:42:27,38.6,310.23,11974.878,0,73,4603,,336019,-336019,42,308.3125,636,1987,,,,
11:42:28,29,310.65,9008.85,0,67,4576,,306592,-306592,37,308.3125,637,1991,,,,
11:42:29,35.5,310.4,11019.2,0,77,4533,,349041,-349041,41,308.3125,636,1986,,,,
11:42:30,34.6,310.57,10745.722,0,64,4576,,292864,-292864,37,309.0625,636,1987,,,,
11:42:31,34.5,310.39,10708.455,0,71,4616,,327736,-327736,40,308.8125,635,1984,69.1,0,0,1
11:42:32,34.9,310.44,10834.356,0,70,4442,,310940,-310940,40,309.625,637,1991,,,,
11:42:33,31.5,310.46,9779.49,0,69,4546,,313674,-313674,39,309.875,636,1987,,,,
11:42:34,37.7,310.41,11702.457,0,69,4616,,318504,-318504,40,308.4375,637,1990,,,,
11:42:35,34.4,310.5,10681.2,0,59,4734,,279306,-279306,40,308.6875,636,1987,,,,
11:42:36,38.7,310.51,12016.737,0,67,4657,,312019,-312019,38,309.3125,637,1990,,,,
11:42:37,33.5,310.3,10395.05,0,72,4551,,327672,-327672,41,308.6875,637,1989,,,,
11:42:38,33.3,310.49,10339.317,0,70,4581,,320670,-320670,38,309.3125,638,1993,,,,
11:42:39,33.5,310.44,10399.74,0,68,4667,,317356,-317356,39,308.3125,638,1992,,,,
11:42:40,33.7,310.64,10468.568,0,64,4663,,298432,-298432,36,309.3125,637,1991,,,,
11:42:41,29.1,310.61,9038.751,0,61,4489,,273829,-273829,37,309.0625,638,1992,,,,
11:42:42,35.3,310.4,10957.12,0,74,4568,,338032,-338032,39,308.6875,637,1989,,,,
11:42:43,32.7,310.58,10155.966,0,69,4634,,319746,-319746,38,309.0625,637,1990,,,,
11:42:44,34.4,310.56,10683.264,0,73,4508,,329084,-329084,37,308.8125,636,1987,,,,
11:42:45,30.4,310.64,9443.456,0,67,4597,,307999,-307999,38,309.1875,637,1989,,,,
11:42:46,33.8,310.54,10496.252,0,67,4609,,308803,-308803,37,308.6875,636,1988,,,,
11:42:47,33.2,310.55,10310.26,0,76,4662,,354312,-354312,38,308.5625,638,1992,,,,
11:42:48,29.9,310.51,9284.249,0,68,4626,,314568,-314568,36,308.1875,636,1988,,,,
11:42:49,33.3,310.49,10339.317,0,81,4384,,355104,-355104,39,309.0625,635,1983,,,,
11:42:50,33,310.53,10247.49,0,71,4525,,321275,-321275,39,309.625,634,1981,,,,
11:42:51,34.6,310.34,10737.764,0,69,4507,,310983,-310983,40,308,635,1984,,,,
11:42:52,35,310.3,10860.5,0,62,4582,,284084,-284084,40,308.1875,636,1986,,,,
11:42:53,36,310.34,11172.24,0,73,4653,,339669,-339669,40,309.0625,637,1991,,,,
11:42:54,39.3,310.32,12195.576,0,68,4680,,318240,-318240,41,309.1875,636,1987,,,,
11:42:55,37.3,310.32,11574.936,0,70,4510,,315700,-315700,40,308.6875,636,1987,,,,
11:42:56,40.7,310.09,12620.663,0,72,4635,,333720,-333720,43,308.4375,634,1982,,,,
11:42:57,37.2,310.3,11543.16,0,72,4612,,332064,-332064,42,308.1875,637,1990,,,,
11:42:58,35.7,310.28,11076.996,0,62,4688,,290656,-290656,41,308.5625,636,1989,,,,
11:42:59,36.1,310.1,11194.61,0,68,4628,,314704,-314704,42,308,638,1991,,,,
11:43:00,35,310.12,10854.2,0,72,4507,,324504,-324504,43,308.8125,637,1991,,,,
11:43:01,30.2,310.57,9379.214,0,65,4660,,302900,-302900,35,309.3125,639,1994,69,0,0,1
11:43:01,0,0,0,0,67,0,,0,0,0,309.3125,0,0,0,0,0,1
11:43:02,36.1,310.32,11202.552,0,71,4502,,319642,-319642,41,308.5625,634,1982,,,,
11:43:03,36.5,310.23,11323.395,0,72,4667,,336024,-336024,41,308.5625,637,1990,,,,
11:43:04,32.4,310.52,10060.848,0,67,4707,,315369,-315369,38,309.3125,636,1988,,,,
11:43:05,-34.9,314.57,0,10978.493,82,4010,,328820,-317841.507,4071,313,613,1912,,,,
11:43:06,-41.9,315.6,0,13223.64,74,3953,,292522,-279298.36,4058,314.5,566,1764,,,,
11:43:07,-43,316.04,0,13589.72,56,3759,,210504,-196914.28,4056,314.5625,513,1600,,,,
11:43:08,-41.5,316.15,0,13120.225,43,3645,,156735,-143614.775,4057,315.3125,460,1436,,,,
11:43:09,-35,316.05,0,11061.75,40,3518,,140720,-129658.25,4062,315.1875,408,1272,,,,
11:43:10,-23.5,315.65,0,7417.775,23,3003,,69069,-61651.225,4069,314,359,1118,,,,
11:43:11,33.4,312.23,10428.482,0,41,3234,,132594,-132594,24,310.25,342,1069,,,,
11:43:12,-0.9,313.96,0,282.564,0,2946,,0,282.564,4090,311.8125,350,1087,,,,
11:43:13,-11.9,314.46,0,3742.074,18,2623,,47214,-43471.926,4085,313.125,313,977,,,,
11:43:14,-0.1,314.02,0,31.402,5,2167,,10835,-10803.598,4090,312.5625,252,784,,,,
11:43:15,0.4,313.88,125.552,0,0,1503,,0,0,4095,312.5625,180,557,,,,
11:43:16,0.6,313.86,188.316,0,0,976,,0,0,4095,311.6875,113,353,,,,
11:43:17,0.8,313.87,251.096,0,0,525,,0,0,4095,312.1875,66,205,,,,
11:43:18,0.8,313.89,251.112,0,0,214,,0,0,4095,312.5625,34,104,,,,
11:43:19,29.5,313.03,9234.385,0,197,544,,107168,-107168,16,310.625,27,86,,,,
11:43:20,99.6,306.21,30498.516,0,264,2095,,553080,-553080,124,305.0625,151,487,,,,
11:43:21,117.4,305.85,35906.79,0,175,3019,,528325,-528325,125,304,264,831,,,,
11:43:22,113.7,305.54,34739.898,0,137,3605,,493885,-493885,123,303.25,344,1082,,,,
11:43:23,113.6,305.45,34699.12,0,109,4136,,450824,-450824,119,303.375,408,1275,,,,
11:43:24,110.2,305.36,33650.672,0,101,4529,,457429,-457429,114,302.6875,468,1463,,,,
11:43:25,115.2,304.86,35119.872,0,106,4434,,470004,-470004,119,302.9375,522,1630,,,,
11:43:26,111.5,304.86,33991.89,0,114,4347,,495558,-495558,119,302.5625,570,1781,,,,
11:43:27,91.2,305.9,27898.08,0,100,4487,,448700,-448700,101,304.25,609,1904,,,,
11:43:28,67.6,307.26,20770.776,0,92,4505,,414460,-414460,78,305.5625,635,1984,,,,
11:43:29,50.1,308.47,15454.347,0,81,4578,,370818,-370818,58,306.875,649,2027,,,,
11:43:30,45.7,308.85,14114.445,0,80,4562,,364960,-364960,54,307.125,655,2047,,,,
11:43:31,28.1,310.16,8715.496,0,71,4487,,318577,-318577,36,308,657,2052,69,0,0,1
11:43:32,22.9,310.5,7110.45,0,73,4560,,332880,-332880,29,309.625,653,2039,,,,
11:43:33,19.3,310.82,5998.826,0,76,4446,,337896,-337896,25,309.4375,647,2021,,,,
11:43:34,24.1,310.65,7486.665,0,68,4518,,307224,-307224,29,309.0625,643,2009,,,,
11:43:35,21.7,310.79,6744.143,0,65,4535,,294775,-294775,28,309.5625,640,1998,,,,
11:43:36,24.6,310.8,7645.68,0,75,4541,,340575,-340575,31,309.1875,638,1993,,,,
11:43:37,25.8,310.68,8015.544,0,72,4413,,317736,-317736,32,309.625,635,1985,,,,
11:43:38,27.2,310.78,8453.216,0,60,4562,,273720,-273720,31,309.0625,637,1989,,,,
11:43:39,30.4,310.51,9439.504,0,63,4507,,283941,-283941,36,308.9375,636,1987,,,,
11:43:40,26.8,310.67,8325.956,0,78,4463,,348114,-348114,32,309.4375,637,1990,,,,
11:43:41,30.2,310.53,9378.006,0,66,4588,,302808,-302808,36,308.3125,637,1989,,,,
11:43:42,28.4,310.63,8821.892,0,64,4510,,288640,-288640,33,309.4375,637,1991,,,,
11:43:43,26.3,310.89,8176.407,0,64,4531,,289984,-289984,31,310,638,1993,,,,
11:43:44,29.8,310.6,9255.88,0,68,4574,,311032,-311032,33,309.5625,636,1987,,,,
11:43:45,28.4,310.75,8825.3,0,70,4402,,308140,-308140,34,308.8125,634,1981,,,,
11:43:46,32,310.51,9936.32,0,71,4551,,323121,-323121,37,308.5625,634,1981,,,,
11:43:47,41.2,310.05,12774.06,0,62,4523,,280426,-280426,44,308.5625,634,1981,,,,
11:43:48,38.3,310.17,11879.511,0,69,4507,,310983,-310983,41,308.3125,634,1980,,,,
11:43:49,37.9,310.12,11753.548,0,73,4624,,337552,-337552,43,308.1875,635,1983,,,,
11:43:50,40.2,309.8,12453.96,0,68,4643,,315724,-315724,46,307.75,636,1986,,,,
11:43:51,39.8,310.06,12340.388,0,71,4628,,328588,-328588,43,308.1875,636,1988,,,,
11:43:52,40.7,310,12617,0,73,4549,,332077,-332077,44,307.875,636,1988,,,,
11:43:53,41.9,309.88,12983.972,0,72,4521,,325512,-325512,44,308.4375,636,1986,,,,
11:43:54,37.4,309.94,11591.756,0,74,4470,,330780,-330780,44,308.9375,635,1985,,,,
11:43:55,42,309.61,13003.62,0,71,4593,,326103,-326103,49,307.25,637,1988,,,,
11:43:56,44.2,309.59,13683.878,0,76,4607,,350132,-350132,49,307.625,635,1984,,,,
11:43:57,41.7,309.85,12920.745,0,77,4570,,351890,-351890,45,307.875,638,1991,,,,
11:43:58,45.6,309.44,14110.464,0,71,4466,,317086,-317086,49,307.75,636,1987,,,,
11:43:59,42.7,309.66,13222.482,0,68,4545,,309060,-309060,46,307.75,636,1988,,,,
11:44:00,46.6,309.25,14411.05,0,76,4539,,344964,-344964,52,307.25,634,1982,,,,
11:44:01,49.2,309.16,15210.672,0,84,4627,,388668,-388668,54,308,635,1983,68.36666667,0,0,1
