Time Stamp, Battery Amperage, Battery Voltage, Battery Power, Motor Controller Capacitor Voltage, Motor Current, Motor Voltage, Motor Controller Battery Current, Vehicle Speed, Motor Velocity, SOC, Time Charging, Time Operating, Vehicle Run Hours 
4:11pm,1,331,POWER ,329,0,0,0,0,0,99,0,0,0,
